"EFF_DATE","REGULATORY","AWY_LOCATION","AWY_ID","POINT_SEQ","FROM_POINT","FROM_PT_TYPE","NAV_NAME","NAV_CITY","ARTCC","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","TO_POINT","MAG_COURSE","OPP_MAG_COURSE","MAG_COURSE_DIST","CHGOVR_PT","CHGOVR_PT_NAME","CHGOVR_PT_DIST","AWY_SEG_GAP_FLAG","SIGNAL_GAP_FLAG","DOGLEG","NEXT_MEA_PT","MIN_ENROUTE_ALT","MIN_ENROUTE_ALT_DIR","MIN_ENROUTE_ALT_OPPOSITE","MIN_ENROUTE_ALT_OPPOSITE_DIR","GPS_MIN_ENROUTE_ALT","GPS_MIN_ENROUTE_ALT_DIR","GPS_MIN_ENROUTE_ALT_OPPOSITE","GPS_MEA_OPPOSITE_DIR","DD_IRU_MEA","DD_IRU_MEA_DIR","DD_I_MEA_OPPOSITE","DD_I_MEA_OPPOSITE_DIR","MIN_OBSTN_CLNC_ALT","MIN_CROSS_ALT","MIN_CROSS_ALT_DIR","MIN_CROSS_ALT_NAV_PT","MIN_CROSS_ALT_OPPOSITE","MIN_CROSS_ALT_OPPOSITE_DIR","MIN_RECEP_ALT","MAX_AUTH_ALT","MEA_GAP","REQD_NAV_PERFORMANCE","REMARK","File","Action","Mods"
"2026/05/14","Y","C","Q437","20","TRPOD","WP   ","","","ZDC","K6","MD","US","SMELI","17.48","197.67","23.28","","","","N","N","Y","OYVAY","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, ORF, RBV, RIC, SIE","2","Modified","OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","30","SMELI","WP   ","","","ZDC","K6","DE","US","OYVAY","17.48","197.71","17.64","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","30","SMELI","WP   ","","","ZDC","K6","DE","US","OYVAY","17.48","197.67","17.64","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","40","OYVAY","WP   ","","","ZDC","K6","DE","US","VILLS","53.71","234.12","22.95","","","","N","N","Y","VILLS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CYN, EMI, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","40","OYVAY","WP   ","","","ZDC","K6","DE","US","VILLS","53.67","234.1","22.95","","","","N","N","Y","VILLS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CYN, EMI, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","50","VILLS","WP   ","","","ZDC","K6","NJ","US","SIZZR","43.39","223.68","18.66","","","","N","N","Y","SIZZR","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CYN, EMI, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","50","VILLS","WP   ","","","ZDC","K6","NJ","US","SIZZR","43.38","223.64","18.66","","","","N","N","Y","SIZZR","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CYN, EMI, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","60","SIZZR","WP   ","","","ZDC","K6","NJ","US","METRO","23.52","203.91","52.46","","","","N","N","Y","METRO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HUO, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","60","SIZZR","WP   ","","","ZDC","K6","NJ","US","METRO","23.48","203.88","52.46","","","","N","N","Y","METRO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HUO, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","70","METRO","RP   ","","","ZNY","K6","NJ","US","CLAUS","56.27","236.9","32.76","","","","N","N","Y","CLAUS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BYT, CCC, CYN, HNK, HTO, HUO, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","70","METRO","RP   ","","","ZNY","K6","NJ","US","CLAUS","56.24","236.86","32.76","","","","N","N","Y","CLAUS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BYT, CCC, CYN, HNK, HTO, HUO, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","80","CLAUS","WP   ","","","ZNY","K6","NJ","US","GANDE","33.41","213.94","44.74","","","","N","N","Y","GANDE","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BYT, CCC, CYN, HNK, HTO, HUO, JFK, PUT, PVD, RBV, SAX","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","80","CLAUS","WP   ","","","ZNY","K6","NJ","US","GANDE","33.37","213.89","44.74","","","","N","N","Y","GANDE","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BYT, CCC, CYN, HNK, HTO, HUO, JFK, PUT, PVD, RBV, SAX","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q437","90","GANDE","WP   ","","","ZBW","K6","NY","US","PONCT","12.8","193.04","74.18","","","","N","N","Y","PONCT","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, BYT, CCC, HNK, HTO, HUO, JFK, MPV, PUT, RBV, SAX","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q437","90","GANDE","WP   ","","","ZBW","K6","NY","US","PONCT","12.75","192.99","74.18","","","","N","N","Y","PONCT","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, BYT, CCC, HNK, HTO, HUO, JFK, MPV, PUT, RBV, SAX","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q438","10","RUBYY","WP   ","","","ZOB","K5","MI","US","BERYS","102.62","284.42","57.11","","","","N","N","Y","BERYS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ASP, CRL, DXO, FNT, GRR, PMM","1","Modified","MAG_COURSE"
"2026/05/14","Y","C","Q438","10","RUBYY","WP   ","","","ZOB","K5","MI","US","BERYS","102.64","284.42","57.11","","","","N","N","Y","BERYS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ASP, CRL, DXO, FNT, GRR, PMM","2","Modified","MAG_COURSE"
"2026/03/19","Y","C","Q438","70","CFKHS","CN   ","","","ZOB","K6","NY","US","RAAKK","117.73","298.61","33.03","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q438","70","CFKHS","CN   ","","","ZOB","K6","NY","US","RAAKK","117.72","298.59","33.03","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","30","BYSEL","WP   ","","","ZDC","K6","MD","US","RADDS","32.33","212.6","25.52","","","","N","N","Y","RADDS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, ORF, RBV, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","30","BYSEL","WP   ","","","ZDC","K6","MD","US","RADDS","32.31","212.58","25.52","","","","N","N","Y","RADDS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, ORF, RBV, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","40","RADDS","RP   ","","","ZDC","K6","DE","US","SHHAY","53.66","233.85","10.97","","","","N","N","Y","SHHAY","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, RBV, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","40","RADDS","RP   ","","","ZDC","K6","DE","US","SHHAY","53.64","233.84","10.97","","","","N","N","Y","SHHAY","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, RBV, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","50","SHHAY","WP   ","","","ZDC","K6","DE","US","MAEVE","51.4","232.4","13.86","","","","N","N","Y","BRIGS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","50","SHHAY","WP   ","","","ZDC","K6","DE","US","MAEVE","51.39","232.37","13.86","","","","N","N","Y","BRIGS","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","60","MAEVE","WP   ","","","ZDC","K6","NJ","US","WAALK","51.4","232.4","13.75","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","60","MAEVE","WP   ","","","ZDC","K6","NJ","US","WAALK","51.39","232.37","13.75","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","70","WAALK","WP   ","","","ZNY","K6","NJ","US","JENGA","51.4","232.4","10.64","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","70","WAALK","WP   ","","","ZNY","K6","NJ","US","JENGA","51.39","232.37","10.64","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","80","JENGA","WP   ","","","ZDC","K6","NJ","US","RAINN","51.4","232.4","13.89","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","80","JENGA","WP   ","","","ZDC","K6","NJ","US","RAINN","51.39","232.37","13.89","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","90","RAINN","WP   ","","","ZDC","K6","NJ","US","BRIGS","51.4","232.4","5.6","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","90","RAINN","WP   ","","","ZDC","K6","NJ","US","BRIGS","51.39","232.37","5.6","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","100","BRIGS","RP   ","","","ZNY","K6","NJ","US","HARBO","62.68","243.4","7.91","","","","N","N","Y","MANTA","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","100","BRIGS","RP   ","","","ZNY","K6","NJ","US","HARBO","62.65","243.37","7.91","","","","N","N","Y","MANTA","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","110","HARBO","RP   ","","","ZNY","K6","NJ","US","DRIFT","62.68","243.4","19.59","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","110","HARBO","RP   ","","","ZNY","K6","NJ","US","DRIFT","62.65","243.37","19.59","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","120","DRIFT","RP   ","","","ZNY","K6","NJ","US","MANTA","62.68","243.4","8.25","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","6000","45000","","","HTO, RBV, CYN, SAX, JFK, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","120","DRIFT","RP   ","","","ZNY","K6","NJ","US","MANTA","62.65","243.37","8.25","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","6000","45000","","","HTO, RBV, CYN, SAX, JFK, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","130","MANTA","RP   ","","","ZNY","K6","NJ","US","PLUME","54.85","235.76","17.57","","","","N","N","Y","SARDI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, HUO, JFK, PUT, PVD, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","130","MANTA","RP   ","","","ZNY","K6","NJ","US","PLUME","54.82","235.71","17.57","","","","N","N","Y","SARDI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, HUO, JFK, PUT, PVD, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","140","PLUME","RP   ","","","ZNY","K6","NJ","US","SHERL","54.85","235.76","11.15","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","140","PLUME","RP   ","","","ZNY","K6","NJ","US","SHERL","54.82","235.71","11.15","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","150","SHERL","RP   ","","","ZNY","K6","NY","US","DUNEE","54.85","235.76","5.51","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","150","SHERL","RP   ","","","ZNY","K6","NY","US","DUNEE","54.82","235.71","5.51","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","160","DUNEE","RP   ","","","ZBW","K6","NY","US","SARDI","54.85","235.76","16.35","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","160","DUNEE","RP   ","","","ZBW","K6","NY","US","SARDI","54.82","235.71","16.35","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","170","SARDI","RP   ","","","ZBW","K6","NY","US","RIFLE","57.85","238.11","14.05","","","","N","N","Y","RIFLE","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, CCC, CYN, HTO, JFK, PUT, PVD, RBV, SAX","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","170","SARDI","RP   ","","","ZBW","K6","NY","US","RIFLE","57.8","238.06","14.05","","","","N","N","Y","RIFLE","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, CCC, CYN, HTO, JFK, PUT, PVD, RBV, SAX","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","180","RIFLE","WP   ","","","ZBW","K6","NY","US","AVCAT","40.7","221.74","38.85","","","","N","N","Y","FOXWD","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, BOS, CCC, EEN, ENE, HTO, JFK, LFV, PUT, PVD, RBV, SAX","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","180","RIFLE","WP   ","","","ZBW","K6","NY","US","AVCAT","40.65","221.67","38.85","","","","N","N","Y","FOXWD","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, BOS, CCC, EEN, ENE, HTO, JFK, LFV, PUT, PVD, RBV, SAX","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","190","AVCAT","WP   ","","","ZBW","K6","CT","US","FOXWD","40.7","221.74","36.82","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","190","AVCAT","WP   ","","","ZBW","K6","CT","US","FOXWD","40.65","221.67","36.82","","","","N","N","N","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","200","FOXWD","WP   ","","","ZBW","K6","CT","US","BOGRT","39.93","220.3","28.53","","","","N","N","Y","BOGRT","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, BOS, CCC, EEN, ENE, HTO, LFV, MPV, PUT, PVD","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","200","FOXWD","WP   ","","","ZBW","K6","CT","US","BOGRT","39.86","220.24","28.53","","","","N","N","Y","BOGRT","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, BOS, CCC, EEN, ENE, HTO, LFV, MPV, PUT, PVD","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","210","BOGRT","WP   ","","","ZBW","K6","MA","US","BLENO","39.16","219.76","45.38","","","","N","N","Y","BLENO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, AUG, BOS, CCC, EEN, ENE, HTO, LFV, MPV, PUT, PVD","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","210","BOGRT","WP   ","","","ZBW","K6","MA","US","BLENO","39.09","219.69","45.38","","","","N","N","Y","BLENO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","ACK, AUG, BOS, CCC, EEN, ENE, HTO, LFV, MPV, PUT, PVD","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","220","BLENO","WP   ","","","ZBW","K6","NH","US","BEEKN","43.34","223.78","29.75","","","","N","N","Y","FRIAR","","","","","18000","","","","18000","","","","","","","","","","","45000","","","AUG, BGR, BML, BOS, EEN, ENE, LFV, MLT, MPV, PUT, PVD","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","220","BLENO","WP   ","","","ZBW","K6","NH","US","BEEKN","43.27","223.7","29.75","","","","N","N","Y","FRIAR","","","","","18000","","","","18000","","","","","","","","","","","45000","","","AUG, BGR, BML, BOS, EEN, ENE, LFV, MLT, MPV, PUT, PVD","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","230","BEEKN","WP   ","","","ZBW","K6","ME","US","FRIAR","42.19","225.7","75.54","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","230","BEEKN","WP   ","","","ZBW","K6","ME","US","FRIAR","42.11","225.57","75.54","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q439","240","FRIAR","RP   ","","","ZBW","K6","ME","US","PQI","42.19","225.7","159.01","","","","N","N","N","PQI","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q439","240","FRIAR","RP   ","","","ZBW","K6","ME","US","PQI","42.11","225.57","159.01","","","","N","N","N","PQI","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","A","Q44","10","OME","VOR/DME","NOME","NOME","ZAN","","AK","US","HLBLY","100.69","287.62","155.16","","","","N","N","Y","HLBLY","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","A","Q44","10","OME","VOR/DME","NOME","NOME","ZAN","","AK","US","HLBLY","101.03","287.9","155.16","","","","N","N","Y","HLBLY","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","A","Q44","20","HLBLY","WP   ","","","ZAN","PA","AK","US","TED","100.69","287.62","309.2","","","","N","N","N","TED","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","A","Q44","20","HLBLY","WP   ","","","ZAN","PA","AK","US","TED","101.03","287.9","309.2","","","","N","N","N","TED","","","","","18000","","","","","","","","","","","","","","","45000","","","GNSS REQUIRED","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q440","10","HUFFR","WP   ","","","ZMP","K3","MN","US","IDIOM","97.93","285.63","225.03","","","","N","N","Y","IDIOM","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BAE, BRD, DLL, FGT, GEP, GRB, ODI, RWF","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q440","10","HUFFR","WP   ","","","ZMP","K3","MN","US","IDIOM","97.97","285.64","225.03","","","","N","N","Y","IDIOM","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BAE, BRD, DLL, FGT, GEP, GRB, ODI, RWF","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q440","20","IDIOM","WP   ","","","ZMP","K5","WI","US","DEANI","116.45","300.02","118.88","","","","N","N","Y","DEANI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BAE, DLL, GRB, PMM, TVC","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q440","20","IDIOM","WP   ","","","ZMP","K5","WI","US","DEANI","116.46","300.04","118.88","","","","N","N","Y","DEANI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BAE, DLL, GRB, PMM, TVC","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q440","100","CFKHS","CN   ","","","ZOB","K6","NY","US","RAAKK","117.73","298.61","33.03","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q440","100","CFKHS","CN   ","","","ZOB","K6","NY","US","RAAKK","117.72","298.59","33.03","","","","N","N","Y","","","","","","18000","","","","18000","","","","","","","","","","","45000","","","","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","30","PAJET","WP   ","","","ZDC","K6","DE","US","CAANO","52.92","233","4.92","","","","N","N","Y","CAANO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, FAK, RIC, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","30","PAJET","WP   ","","","ZDC","K6","DE","US","CAANO","52.9","232.98","4.92","","","","N","N","Y","CAANO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, FAK, RIC, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","40","CAANO","WP   ","","","ZDC","K6","DE","US","TBONN","50.84","231.13","17.12","","","","N","N","Y","TBONN","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, FAK, RBV, RIC, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","40","CAANO","WP   ","","","ZDC","K6","DE","US","TBONN","50.82","231.12","17.12","","","","N","N","Y","TBONN","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, EMI, FAK, RBV, RIC, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","50","TBONN","WP   ","","","ZDC","K","OA","US","ZIZZI","54.23","234.5","15.43","","","","N","N","Y","ZIZZI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, RBV, RIC, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","50","TBONN","WP   ","","","ZDC","K","OA","US","ZIZZI","54.21","234.48","15.43","","","","N","N","Y","ZIZZI","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, RBV, RIC, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","60","ZIZZI","WP   ","","","ZDC","K6","NJ","US","YAZUU","52","232.64","37.02","","","","N","N","Y","YAZUU","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, JFK, RBV, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","60","ZIZZI","WP   ","","","ZDC","K6","NJ","US","YAZUU","51.99","232.61","37.02","","","","N","N","Y","YAZUU","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CSN, CYN, JFK, RBV, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","70","YAZUU","WP   ","","","ZNY","K6","NJ","US","SHAUP","58.34","238.87","28.36","","","","N","N","Y","SHAUP","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, RBV, SAX","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","70","YAZUU","WP   ","","","ZNY","K6","NJ","US","SHAUP","58.31","238.84","28.36","","","","N","N","Y","SHAUP","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, RBV, SAX","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","80","SHAUP","WP   ","","","ZDC","K","OA","US","VALCO","56.11","236.64","29.16","","","","N","N","Y","VALCO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, PVD, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","80","SHAUP","WP   ","","","ZDC","K","OA","US","VALCO","56.07","236.6","29.16","","","","N","N","Y","VALCO","","","","","18000","","","","18000","","","","","","","","","","","45000","","","CCC, CYN, HTO, JFK, PVD, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/03/19","Y","C","Q445","90","VALCO","WP   ","","","ZBW","K","OA","US","KYSKY","58.47","239.59","59.5","","","","N","N","Y","KYSKY","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, CCC, CYN, HTO, JFK, LFV, PUT, PVD, RBV, SAX, SIE","1","Modified","MAG_COURSE OPP_MAG_COURSE"
"2026/05/14","Y","C","Q445","90","VALCO","WP   ","","","ZBW","K","OA","US","KYSKY","58.44","239.54","59.5","","","","N","N","Y","KYSKY","","","","","18000","","","","18000","","","","","","","","","","","45000","","","BOS, CCC, CYN, HTO, JFK, LFV, PUT, PVD, RBV, SAX, SIE","2","Modified","MAG_COURSE OPP_MAG_COURSE"
