"EFF_DATE","FACILITY","FAC_NAME","FACILITY_TYPE","ARTCC_OR_FSS_ID","CPDLC","TOWER_HRS","SERVICED_FACILITY","SERVICED_FAC_NAME","SERVICED_SITE_TYPE","LAT_DECIMAL","LONG_DECIMAL","SERVICED_CITY","SERVICED_STATE","SERVICED_COUNTRY","TOWER_OR_COMM_CALL","PRIMARY_APPROACH_RADIO_CALL","FREQ","SECTORIZATION","FREQ_USE","REMARK","File","Action","Mods"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","38.35","AVBL 24 HRS EXC THANKSGIVING AND XMAS","FLT FLW","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","38.35","AVBL 24 HRS EXC THANKSGIVING AND XMAS","FLT FLW","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","41.5","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","41.5","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830355","-104.75648061","FORT CARSON","CO","US","BUTTS","SPRINGS","50.75","","PMSV METRO","WX TECHNICIAN AVBL H24 EXC. HOL. 50.75 CARSON RDO 1300-0900Z++ MON-SAT, CLSD WKND AND HOL.","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FCS","BUTTS AAF (FORT CARSON)","ATCT","","","FRI-MON 1200-0600Z++   TUE-THUR 1100-0600Z++ CLSD NEW YEARS DAY,THANKSGIVING AND CHRISTMAS.","FCS","BUTTS AAF (FORT CARSON)","AIRPORT","38.67830361","-104.75648027","FORT CARSON","CO","US","BUTTS","SPRINGS","50.75","","PMSV METRO","WX TECHNICIAN AVBL H24 EXC. HOL. 50.75 CARSON RDO 1300-0900Z++ MON-SAT, CLSD WKND AND HOL.","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FGN","","ASOS_AWOS","","","","FGN","","AWOS-3","49.31666666","-94.9","FLAG ISLAND","MN","US","","","118.375","","FGN AWOS-3","","2","Deleted",""
"2026/04/16","FLINT HILL","FLINT HILL","RCAG","ZNY","","","FLINT HILL","FLINT HILL","RCAG","40.36093333","-75.35628611","","PA","","","","134.6","LOW","FLINT HILL RCAG","","2","Deleted",""
"2026/04/16","FLP","MARION COUNTY RGNL","NON-ATCT","","","","FLP","MARION COUNTY RGNL","AIRPORT","36.29088888","-92.59025","FLIPPIN","AR","US","","","123.0","","CTAF","ACTVT MIRL RY 04/22; PAPI AND REIL RYS 04 & 22 - CTAF.","1","Modified","REMARK"
"2026/05/14","FLP","MARION COUNTY RGNL","NON-ATCT","","","","FLP","MARION COUNTY RGNL","AIRPORT","36.29088888","-92.59025","FLIPPIN","AR","US","","","123.0","","CTAF","ACTVT REIL RWY 04, 22; PAPI RWY 04, 22; MIRL RWY 04/22 - CTAF.","2","Modified","REMARK"
"2026/04/16","FREELAND","FREELAND","RCAG","ZOB","","","FREELAND","FREELAND","RCAG","43.52416666","-84.08361111","","MI","","","","369.9","HIGH","FREELAND RCAG","","2","Deleted",""
"2026/04/16","FSO","","ASOS_AWOS","","","","FSO","","AWOS-3","44.94109766","-73.09968122","HIGHGATE","VT","US","","","119.025","","FSO AWOS-3","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","FSO","","ASOS_AWOS","","","","FSO","","AWOS-3","44.94110086","-73.09968138","HIGHGATE","VT","US","","","119.025","","FSO AWOS-3","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","FTZ","FORISTELL","NAVAID","","","","FTZ","FORISTELL","VORTAC","38.69433369","-90.97126933","FORISTELL","MO","US","","","110.8/45X","","FTZ VORTAC","","2","Deleted",""
"2026/04/16","GEG","SPOKANE INTL","ATCT-TRACON","","","","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","SPOKANE","132.1","","APCH/P DEP/P","","1","Modified","SERVICED_FAC_NAME"
"2026/05/14","GEG","SPOKANE INTL","ATCT-TRACON","","","","COE","COEUR D'ALENE","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","SPOKANE","132.1","","APCH/P DEP/P","","2","Modified","SERVICED_FAC_NAME"
"2026/04/16","GEG","SPOKANE INTL","ATCT-TRACON","","","","COE","COEUR D'ALENE/PAPPY BOYINGTON FLD","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","SPOKANE","263.0","","APCH/P DEP/P","","1","Modified","SERVICED_FAC_NAME"
"2026/05/14","GEG","SPOKANE INTL","ATCT-TRACON","","","","COE","COEUR D'ALENE","AIRPORT","47.77430555","-116.81958333","COEUR D'ALENE","ID","US","","SPOKANE","263.0","","APCH/P DEP/P","","2","Modified","SERVICED_FAC_NAME"
"2026/04/16","GLR","GAYLORD","NAVAID","","","","GLR","GAYLORD","VOR/DME","45.01248583","-84.70427872","GAYLORD","MI","US","","","109.2/29X","","GLR VOR/DME","","2","Deleted",""
"2026/04/16","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.6307525","-80.01833833","MARTINSVILLE","VA","US","","GREENSBORO","124.35","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.63145","-80.01995222","MARTINSVILLE","VA","US","","GREENSBORO","124.35","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.6307525","-80.01833833","MARTINSVILLE","VA","US","","GREENSBORO","124.85","","CD/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.63145","-80.01995222","MARTINSVILLE","VA","US","","GREENSBORO","124.85","","CD/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.6307525","-80.01833833","MARTINSVILLE","VA","US","","GREENSBORO","269.225","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","GSO","PIEDMONT TRIAD INTL","ATCT-TRACON","","","","MTV","BLUE RIDGE","AIRPORT","36.63145","-80.01995222","MARTINSVILLE","VA","US","","GREENSBORO","269.225","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","GST","GUSTAVUS","NON-ATCT","","","","GST","GUSTAVUS","AIRPORT","58.42527777","-135.70741666","GUSTAVUS","AK","US","","","122.5","","CTAF","ACTVT REIL RWY 11 & 29; VASI RWY 11 & 29; MIRL RWY 11/29 - CTAF; BE ALERT: SEE GENNOT - ENROUTE CTAF FREQS.","1","Modified","REMARK"
"2026/05/14","GST","GUSTAVUS","NON-ATCT","","","","GST","GUSTAVUS","AIRPORT","58.42527777","-135.70741666","GUSTAVUS","AK","US","","","122.5","","CTAF","ACTVT REIL RWY 11 & 29; VASI RWY 11 & 29; MIRL RWY 11/29 - CTAF; BE ALERT: SEE GENNOT- ENROUTE CTAF FREQS.","2","Modified","REMARK"
"2026/04/16","HCH","HINCH MOUNTAIN","RCO","BNA","","","HCH","HINCH MOUNTAIN","RCO","35.78101305","-84.97845222","CROSSVILLE","TN","US","HINCH MOUNTAIN","","122.1R","","HINCH MOUNTAIN RCO","","2","Deleted",""
"2026/04/16","I23","","ASOS_AWOS","","","","I23","","AWOS-3","39.56970086","-83.4239098","WASHINGTON COURT HOUSE","OH","US","","","118.775","","I23 AWOS-3","","2","Deleted",""
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","119.175","","TSHIRT STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","119.175","","TSHIRT STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","119.175","","TSHRT STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","119.175","","TSHRT STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","119.625","","TKNIQ STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","119.625","","TKNIQ STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","120.05","","HUDZY STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","120.05","","HUDZY STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","120.05","","OHIIO STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","120.05","","OHIIO STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","120.05","","WAPPL STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","120.05","","WAPPL STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","121.3","","CESAN STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","121.3","","CESAN STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","124.225","","BLUBELL STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","124.225","","BLUBELL STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","124.225","","SNDAY RNAV STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","124.225","","SNDAY RNAV STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","BLTWY RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","BLTWY RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","BORRN RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","BORRN RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","DREMR DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","DREMR DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","HOODO RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","HOODO RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","KARRR RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","KARRR RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","LURIC DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","LURIC DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","MMALT RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","MMALT RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","STRYA DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","STRYA DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","STYCK DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","STYCK DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","WATFO DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","WATFO DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","134.45","","WYLSN RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","134.45","","WYLSN RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","226.675","","TKNIQ STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","226.675","","TKNIQ STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","BLTWY RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","BLTWY RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","BORRN RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","BORRN RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","DREMR DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","DREMR DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","HOODO RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","HOODO RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","INDIE RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","INDIE RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","KARRR DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","KARRR DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","LURIC RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","LURIC RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","MMALT RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","MMALT RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","STRYA DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","STRYA DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","STYCK DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","STYCK DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","WATFO DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","WATFO DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","284.0","","WYLSN RNAV DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","284.0","","WYLSN RNAV DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","291.675","","TSHRT STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","291.675","","TSHRT STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
