"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_END_ID","TRUE_ALIGNMENT","ILS_TYPE","RIGHT_HAND_TRAFFIC_PAT_FLAG","RWY_MARKING_TYPE_CODE","RWY_MARKING_COND","RWY_END_LAT_DEG","RWY_END_LAT_MIN","RWY_END_LAT_SEC","RWY_END_LAT_HEMIS","LAT_DECIMAL","RWY_END_LONG_DEG","RWY_END_LONG_MIN","RWY_END_LONG_SEC","RWY_END_LONG_HEMIS","LONG_DECIMAL","RWY_END_ELEV","THR_CROSSING_HGT","VISUAL_GLIDE_PATH_ANGLE","DISPLACED_THR_LAT_DEG","DISPLACED_THR_LAT_MIN","DISPLACED_THR_LAT_SEC","DISPLACED_THR_LAT_HEMIS","LAT_DISPLACED_THR_DECIMAL","DISPLACED_THR_LONG_DEG","DISPLACED_THR_LONG_MIN","DISPLACED_THR_LONG_SEC","DISPLACED_THR_LONG_HEMIS","LONG_DISPLACED_THR_DECIMAL","DISPLACED_THR_ELEV","DISPLACED_THR_LEN","TDZ_ELEV","VGSI_CODE","RWY_VISUAL_RANGE_EQUIP_CODE","RWY_VSBY_VALUE_EQUIP_FLAG","APCH_LGT_SYSTEM_CODE","RWY_END_LGTS_FLAG","CNTRLN_LGTS_AVBL_FLAG","TDZ_LGT_AVBL_FLAG","OBSTN_TYPE","OBSTN_MRKD_CODE","FAR_PART_77_CODE","OBSTN_CLNC_SLOPE","OBSTN_HGT","DIST_FROM_THR","CNTRLN_OFFSET","CNTRLN_DIR_CODE","RWY_GRAD","RWY_GRAD_DIRECTION","RWY_END_PSN_SOURCE","RWY_END_PSN_DATE","RWY_END_ELEV_SOURCE","RWY_END_ELEV_DATE","DSPL_THR_PSN_SOURCE","RWY_END_DSPL_THR_PSN_DATE","DSPL_THR_ELEV_SOURCE","RWY_END_DSPL_THR_ELEV_DATE","TDZ_ELEV_SOURCE","RWY_END_TDZ_ELEV_DATE","TKOF_RUN_AVBL","TKOF_DIST_AVBL","ACLT_STOP_DIST_AVBL","LNDG_DIST_AVBL","LAHSO_ALD","RWY_END_INTERSECT_LAHSO","LAHSO_DESC","LAHSO_LAT","LAT_LAHSO_DECIMAL","LAHSO_LONG","LONG_LAHSO_DECIMAL","LAHSO_PSN_SOURCE","RWY_END_LAHSO_PSN_DATE","File","Action","Mods"
"2026/05/14","04296.","A","ID","U10","PRESTON","US","04/22","04","48","","N","BSC","GOOD","42","6","14.9186","N","42.10414405","111","55","1.2636","W","-111.91701766","4725","44","3","","","","","","","","","","","","","4726","P2L","","","","Y","","","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2019/08/06","3RD PARTY SURVEY","2019/08/06","","","","","3RD PARTY SURVEY","2019/08/06","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE"
"2026/04/16","04426.","A","IL","4IL9","BENSON","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","","","","","","","","","CROPS","","A(V)","","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE FAR_PART_77_CODE OBSTN_HGT DIST_FROM_THR"
"2026/05/14","04426.","A","IL","4IL9","BENSON","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE FAR_PART_77_CODE OBSTN_HGT DIST_FROM_THR"
"2026/04/16","04426.","A","IL","4IL9","BENSON","US","18/36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530","","","","","","","","","BLDG","","A(V)","","30","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE FAR_PART_77_CODE OBSTN_HGT DIST_FROM_THR"
"2026/05/14","04426.","A","IL","4IL9","BENSON","US","18/36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE FAR_PART_77_CODE OBSTN_HGT DIST_FROM_THR"
"2026/04/16","04431.12","A","IL","IL57","BLOOMINGTON","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE"
"2026/05/14","04431.12","A","IL","IL57","BLOOMINGTON","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE"
"2026/04/16","04477.","A","IL","MDH","CARBONDALE/MURPHYSBORO","US","06/24","24","241","","N","BSC","GOOD","37","46","52.046","N","37.78112388","89","14","46.4778","W","-89.24624383","405","25","3.5","","","","","","","","","","","","","408.7","P4R","","N","","Y","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2012/06/09","3RD PARTY SURVEY","2012/06/09","","","","","3RD PARTY SURVEY","2012/06/09","4163","4163","4163","4163","3800","18R/36L","","37-46-33.6576N","37.776016","089-15-27.7532W","-89.25770922","FAA-EST","2007/07/17","1","Modified","RWY_END_LGTS_FLAG"
"2026/05/14","04477.","A","IL","MDH","CARBONDALE/MURPHYSBORO","US","06/24","24","241","","N","BSC","GOOD","37","46","52.046","N","37.78112388","89","14","46.4778","W","-89.24624383","405","25","3.5","","","","","","","","","","","","","408.7","P4R","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2012/06/09","3RD PARTY SURVEY","2012/06/09","","","","","3RD PARTY SURVEY","2012/06/09","4163","4163","4163","4163","3800","18R/36L","","37-46-33.6576N","37.776016","089-15-27.7532W","-89.25770922","FAA-EST","2007/07/17","2","Modified","RWY_END_LGTS_FLAG"
"2026/04/16","04614.","A","IL","1H2","EFFINGHAM","US","01/19","01","7","","N","NPI","FAIR","39","3","54.8015","N","39.06522263","88","32","6.0846","W","-88.5350235","571.8","40","4","","","","","","","","","","","","","579.7","PSIL","","N","","","N","N","","","A(NP)","20","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/05/14","04614.","A","IL","1H2","EFFINGHAM","US","01/19","01","7","","N","NPI","FAIR","39","3","54.8003","N","39.0652223","88","32","6.0839","W","-88.5350233","571.9","40","4","","","","","","","","","","","","","579.8","PSIL","","N","","","N","N","","","A(NP)","20","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/04/16","04614.","A","IL","1H2","EFFINGHAM","US","01/19","19","187","","N","BSC","FAIR","39","4","28.1119","N","39.07447552","88","32","0.4416","W","-88.533456","580.4","38","3.5","","","","","","","","","","","","","580.5","PSIL","","N","","","N","N","TREE","","A(V)","20","32","840","0","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL TDZ_ELEV"
"2026/05/14","04614.","A","IL","1H2","EFFINGHAM","US","01/19","19","187","","N","BSC","FAIR","39","4","28.1086","N","39.07447461","88","32","0.4395","W","-88.53345541","580.4","38","3.5","","","","","","","","","","","","","580.6","PSIL","","N","","","N","N","TREE","","A(V)","20","32","840","0","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL TDZ_ELEV"
"2026/04/16","04614.","A","IL","1H2","EFFINGHAM","US","11/29","11","113","","","NPI","FAIR","39","4","24.9032","N","39.07358422","88","32","28.7437","W","-88.54131769","585.2","","","","","","","","","","","","","","","585.2","","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/05/14","04614.","A","IL","1H2","EFFINGHAM","US","11/29","11","113","","","NPI","FAIR","39","4","24.9029","N","39.07358413","88","32","28.7457","W","-88.54131825","585.3","","","","","","","","","","","","","","","585.3","","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/04/16","04614.","A","IL","1H2","EFFINGHAM","US","11/29","29","293","","","NPI","FAIR","39","4","5.1973","N","39.06811036","88","31","29.1849","W","-88.52477358","575.1","","","","","","","","","","","","","","","578.8","","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/05/14","04614.","A","IL","1H2","EFFINGHAM","US","11/29","29","293","","","NPI","FAIR","39","4","1.7271","N","39.06714641","88","31","18.7004","W","-88.52186122","574","","","","","","","","","","","","","","","575.9","","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2024/10/20","3RD PARTY SURVEY","2024/10/20","","","","","3RD PARTY SURVEY","2024/10/20","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV"
"2026/04/16","05194.","A","IN","CEV","CONNERSVILLE","US","04/22","04","36","","N","NONE","","39","41","40.5196","N","39.69458877","85","8","5.0248","W","-85.13472911","861.5","","","","","","","","","","","","","","","861.5","","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_MRKD_CODE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05194.","A","IN","CEV","CONNERSVILLE","US","04/22","04","36","","N","NONE","","39","41","40.5196","N","39.69458877","85","8","5.0248","W","-85.13472911","861.5","","","","","","","","","","","","","","","861.5","","","N","","N","N","N","POLE","L","A(V)","9","32","300","175","L","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_MRKD_CODE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05194.","A","IN","CEV","CONNERSVILLE","US","04/22","22","216","","N","NONE","","39","42","1.1225","N","39.7003118","85","7","45.1297","W","-85.12920269","857.8","","","","","","","","","","","","","","","861.5","","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05194.","A","IN","CEV","CONNERSVILLE","US","04/22","22","216","","N","NONE","","39","42","1.1225","N","39.7003118","85","7","45.1297","W","-85.12920269","857.8","","","","","","","","","","","","","","","861.5","","","N","","N","N","N","TREES","","A(V)","7","48","350","115","R","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05194.","A","IN","CEV","CONNERSVILLE","US","18/36","18","180","ILS","N","PIR","FAIR","39","42","26.7575","N","39.70743263","85","7","50.4894","W","-85.1306915","866.2","47","3","","","","","","","","","","","","","866.3","P4L","","N","MALSR","N","N","N","TREES","","PIR","34","90","3340","300","L","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET"
"2026/05/14","05194.","A","IN","CEV","CONNERSVILLE","US","18/36","18","180","ILS","N","PIR","FAIR","39","42","26.7575","N","39.70743263","85","7","50.4894","W","-85.1306915","866.2","47","3","","","","","","","","","","","","","866.3","P4L","","N","MALSR","N","N","N","ROAD","","PIR","9","15","340","350","L","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET"
"2026/04/16","05194.","A","IN","CEV","CONNERSVILLE","US","18/36","36","360","","N","NPI","FAIR","39","41","22.4946","N","39.68958183","85","7","51.2558","W","-85.13090438","862","34","3","","","","","","","","","","","","","862","P4L","","N","","Y","N","N","","","C","34","","","","","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05194.","A","IN","CEV","CONNERSVILLE","US","18/36","36","360","","N","NPI","FAIR","39","41","22.4946","N","39.68958183","85","7","51.2558","W","-85.13090438","862","34","3","","","","","","","","","","","","","862","P4L","","N","","Y","N","N","TREES","","C","24","58","1620","0","B","","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","","","3RD PARTY SURVEY","2009/09/09","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05293.","A","IN","3FK","FRANKLIN","US","03/21","03","","","N","","","39","25","24.53","N","39.42348055","86","3","40.02","W","-86.06111666","735","","","","","","","","","","","","","","125","","","","","","","","","TREE","","A(V)","13","40","730","0","B","","","FAA OE/AAA","2001/07/17","FAA OE/AAA","2001/07/17","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05293.","A","IN","3FK","FRANKLIN","US","03/21","03","","","N","","","39","25","24.53","N","39.42348055","86","3","40.02","W","-86.06111666","735","","","","","","","","","","","","","","125","","","","","","","","","TREE","","A(V)","1","45","320","100","L","","","FAA OE/AAA","2001/07/17","FAA OE/AAA","2001/07/17","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05388.11","A","IN","JVY","JEFFERSONVILLE","US","18/36","36","360","","","PIR","GOOD","38","21","24.9144","N","38.35692066","85","44","16.3549","W","-85.73787636","461.2","41","3","","","","","","","","","","","","","461.7","P4L","","","","Y","","","","","B(V)","20","","","","","","","3RD PARTY SURVEY","2023/12/02","3RD PARTY SURVEY","2023/12/02","","","","","3RD PARTY SURVEY","2023/12/02","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05388.11","A","IN","JVY","JEFFERSONVILLE","US","18/36","36","360","","","PIR","GOOD","38","21","24.9144","N","38.35692066","85","44","16.3549","W","-85.73787636","461.2","41","3","","","","","","","","","","","","","461.7","P4L","","","","Y","","","TREE","","B(V)","15","36","750","120","L","","","3RD PARTY SURVEY","2023/12/02","3RD PARTY SURVEY","2023/12/02","","","","","3RD PARTY SURVEY","2023/12/02","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05597.51","A","IN","II26","REMINGTON","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","05597.51","A","IN","II26","REMINGTON","US","18/36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","05649.13","A","IN","IN49","SHELBYVILLE","US","18/36","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PLINE","M","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","05649.13","A","IN","IN49","SHELBYVILLE","US","18/36","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TREES","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","05740.1","A","IN","DCY","WASHINGTON","US","18/36","18","180","","N","NPI","FAIR","38","42","28.1336","N","38.70781488","87","7","47.0207","W","-87.12972797","456.6","44","3","","","","","","","","","","","","","467.4","P2L","","N","","Y","N","N","CROPS","","A(NP)","10","10","300","0","B","","","3RD PARTY SURVEY","2023/11/16","3RD PARTY SURVEY","2023/11/16","","","","","3RD PARTY SURVEY","2023/11/16","","","","","","","","","","","","","","1","Modified","RWY_END_LGTS_FLAG"
"2026/05/14","05740.1","A","IN","DCY","WASHINGTON","US","18/36","18","180","","N","NPI","FAIR","38","42","28.1336","N","38.70781488","87","7","47.0207","W","-87.12972797","456.6","44","3","","","","","","","","","","","","","467.4","P2L","","N","","N","N","N","CROPS","","A(NP)","10","10","300","0","B","","","3RD PARTY SURVEY","2023/11/16","3RD PARTY SURVEY","2023/11/16","","","","","3RD PARTY SURVEY","2023/11/16","","","","","","","","","","","","","","2","Modified","RWY_END_LGTS_FLAG"
"2026/04/16","05816.","A","IA","AXA","ALGONA","US","13/31","13","132","","N","NPI","GOOD","43","4","53.5366","N","43.08153794","94","16","42.1634","W","-94.27837872","1214.7","30","3","43","4","52.2274","N","43.08117427","94","16","40.1546","W","-94.27782072","1214.2","199","1214.3","P2L","","","","Y","","","ROAD","","C","13","22","500","285","B","","","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","","","","","","","","","","","","","","1","Modified","CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05816.","A","IA","AXA","ALGONA","US","13/31","13","132","","N","NPI","GOOD","43","4","53.5366","N","43.08153794","94","16","42.1634","W","-94.27837872","1214.7","30","3","43","4","52.2274","N","43.08117427","94","16","40.1546","W","-94.27782072","1214.2","199","1214.3","P2L","","","","Y","","","ROAD","","C","13","22","500","230","L","","","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","","","","","","","","","","","","","","2","Modified","CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05816.","A","IA","AXA","ALGONA","US","13/31","31","312","","N","NPI","GOOD","43","4","25.9724","N","43.07388122","94","15","59.8796","W","-94.26663322","1203.4","34","3","","","","","","","","","","","","","1213.2","P2L","","","","Y","","","TREES","","C","10","58","836","379","R","","","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","","","","","3RD PARTY SURVEY","2022/06/20","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","05816.","A","IA","AXA","ALGONA","US","13/31","31","312","","N","NPI","GOOD","43","4","25.9724","N","43.07388122","94","15","59.8796","W","-94.26663322","1203.4","34","3","","","","","","","","","","","","","1213.2","P2L","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2022/06/20","3RD PARTY SURVEY","2022/06/20","","","","","3RD PARTY SURVEY","2022/06/20","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","05829.","A","IA","AMW","AMES","US","13/31","13","136","","Y","NPI","GOOD","41","59","54.6583","N","41.99851619","93","37","34.9139","W","-93.62636497","925.9","43","3","","","","","","","","","","","","","929.3","V4L","","","","","","","TREE","","C","7","16","320","164","L","","","3RD PARTY SURVEY","2019/02/14","3RD PARTY SURVEY","2019/02/14","","","","","3RD PARTY SURVEY","2019/02/14","","","","","","","","","","","","","","1","Modified","THR_CROSSING_HGT VISUAL_GLIDE_PATH_ANGLE VGSI_CODE"
"2026/05/14","05829.","A","IA","AMW","AMES","US","13/31","13","136","","Y","NPI","GOOD","41","59","54.6583","N","41.99851619","93","37","34.9139","W","-93.62636497","925.9","","","","","","","","","","","","","","","929.3","","","","","","","","TREE","","C","7","16","320","164","L","","","3RD PARTY SURVEY","2019/02/14","3RD PARTY SURVEY","2019/02/14","","","","","3RD PARTY SURVEY","2019/02/14","","","","","","","","","","","","","","2","Modified","THR_CROSSING_HGT VISUAL_GLIDE_PATH_ANGLE VGSI_CODE"
"2026/04/16","05829.","A","IA","AMW","AMES","US","13/31","31","316","","N","NPI","GOOD","41","59","29.7673","N","41.99160202","93","37","2.9124","W","-93.61747566","920.2","36","3","","","","","","","","","","","","","929.3","V4L","","","","","","","TREE","","C","16","50","1011","70","R","","","3RD PARTY SURVEY","2019/02/14","3RD PARTY SURVEY","2019/02/14","","","","","3RD PARTY SURVEY","2019/02/14","","","","","","","","","","","","","","1","Modified","THR_CROSSING_HGT VISUAL_GLIDE_PATH_ANGLE VGSI_CODE"
"2026/05/14","05829.","A","IA","AMW","AMES","US","13/31","31","316","","N","NPI","GOOD","41","59","29.7673","N","41.99160202","93","37","2.9124","W","-93.61747566","920.2","","","","","","","","","","","","","","","929.3","","","","","","","","TREE","","C","16","50","1011","70","R","","","3RD PARTY SURVEY","2019/02/14","3RD PARTY SURVEY","2019/02/14","","","","","3RD PARTY SURVEY","2019/02/14","","","","","","","","","","","","","","2","Modified","THR_CROSSING_HGT VISUAL_GLIDE_PATH_ANGLE VGSI_CODE"
"2026/04/16","05895.2","A","IA","CCY","CHARLES CITY","US","04/22","04","45","","N","","","43","4","9.441","N","43.06928916","92","36","43.915","W","-92.61219861","1122.7","","","","","","","","","","","","","","","1124.8","","","","","","","","PLINE","","A(V)","40","25","1000","0","B","","","","","FAA OE/AAA","2014/05/19","","","","","FAA OE/AAA","2014/05/19","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE TDZ_ELEV_SOURCE RWY_END_TDZ_ELEV_DATE"
"2026/05/14","05895.2","A","IA","CCY","CHARLES CITY","US","04/22","04","45","","N","","","43","4","9.4402","N","43.06928894","92","36","43.9162","W","-92.61219894","1121.7","","","","","","","","","","","","","","","1125","","","","","","","","PLINE","","A(V)","40","25","1000","0","B","","","3RD PARTY SURVEY","2024/10/31","3RD PARTY SURVEY","2024/10/31","","","","","3RD PARTY SURVEY","2024/10/31","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE TDZ_ELEV_SOURCE RWY_END_TDZ_ELEV_DATE"
"2026/04/16","05895.2","A","IA","CCY","CHARLES CITY","US","04/22","22","225","","N","","","43","4","27.163","N","43.07421194","92","36","19.77","W","-92.60549166","1124.8","","","","","","","","","","","","","","","1124.8","","","","","","","","FENCE","","A(V)","20","4","80","80","R","","","","","FAA OE/AAA","2014/05/19","","","","","FAA OE/AAA","2014/05/19","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE TDZ_ELEV_SOURCE RWY_END_TDZ_ELEV_DATE"
"2026/05/14","05895.2","A","IA","CCY","CHARLES CITY","US","04/22","22","225","","N","","","43","4","27.1622","N","43.07421172","92","36","19.7702","W","-92.60549172","1123.3","","","","","","","","","","","","","","","1125","","","","","","","","FENCE","","A(V)","20","4","80","80","R","","","3RD PARTY SURVEY","2024/10/31","3RD PARTY SURVEY","2024/10/31","","","","","3RD PARTY SURVEY","2024/10/31","","","","","","","","","","","","","","2","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV TDZ_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE TDZ_ELEV_SOURCE RWY_END_TDZ_ELEV_DATE"
"2026/04/16","05895.2","A","IA","CCY","CHARLES CITY","US","12/30","12","125","","N","NPI","FAIR","43","4","37.4159","N","43.07705997","92","37","3.2362","W","-92.61756561","1116.7","26","3","","","","","","","","","","","","","1120.9","P2L","","","","Y","","","","","C","34","","","","","","","3RD PARTY SURVEY","2008/12/17","3RD PARTY SURVEY","2008/12/17","","","","","3RD PARTY SURVEY","2008/12/17","","","","","","","","","","","","","","1","Modified","RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV THR_CROSSING_HGT TDZ_ELEV RWY_END_PSN_DATE RWY_END_ELEV_DATE RWY_END_TDZ_ELEV_DATE"
