"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","REGION_CODE","ADO_CODE","STATE_NAME","COUNTY_NAME","COUNTY_ASSOC_STATE","ARPT_NAME","OWNERSHIP_TYPE_CODE","FACILITY_USE_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_METHOD_CODE","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","TPA","CHART_NAME","DIST_CITY_TO_AIRPORT","DIRECTION_CODE","ACREAGE","RESP_ARTCC_ID","COMPUTER_ID","ARTCC_NAME","FSS_ON_ARPT_FLAG","FSS_ID","FSS_NAME","PHONE_NO","TOLL_FREE_NO","ALT_FSS_ID","ALT_FSS_NAME","ALT_TOLL_FREE_NO","NOTAM_ID","NOTAM_FLAG","ACTIVATION_DATE","ARPT_STATUS","FAR_139_TYPE_CODE","FAR_139_CARRIER_SER_CODE","ARFF_CERT_TYPE_DATE","NASP_CODE","ASP_ANLYS_DTRM_CODE","CUST_FLAG","LNDG_RIGHTS_FLAG","JOINT_USE_FLAG","MIL_LNDG_FLAG","INSPECT_METHOD_CODE","INSPECTOR_CODE","LAST_INSPECTION","LAST_INFO_RESPONSE","FUEL_TYPES","AIRFRAME_REPAIR_SER_CODE","PWR_PLANT_REPAIR_SER","BOTTLED_OXY_TYPE","BULK_OXY_TYPE","LGT_SKED","BCN_LGT_SKED","TWR_TYPE_CODE","SEG_CIRCLE_MKR_FLAG","BCN_LENS_COLOR","LNDG_FEE_FLAG","MEDICAL_USE_FLAG","ARPT_PSN_SOURCE","POSITION_SRC_DATE","ARPT_ELEV_SOURCE","ELEVATION_SRC_DATE","CONTR_FUEL_AVBL","TRNS_STRG_BUOY_FLAG","TRNS_STRG_HGR_FLAG","TRNS_STRG_TIE_FLAG","OTHER_SERVICES","WIND_INDCR_FLAG","ICAO_ID","MIN_OP_NETWORK","USER_FEE_FLAG","CTA","File","Action","Mods"
"2026/04/16","05146.02","A","IN","36II","BROWNSBURG","US","AGL","CHI","INDIANA","HENDRICKS","IN","NEWBY LANDING","PR","PR","39","50","28.155","N","39.84115416","86","20","54.978","W","-86.348605","E","878","E","2","W","1990","","ST LOUIS","2","E","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1991/11","O","","","","","CONDL","","","","","2","N","","2019/09/07","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05146.02","A","IN","36II","BROWNSBURG","US","AGL","CHI","INDIANA","HENDRICKS","IN","NEWBY LANDING","PR","PR","39","50","28.155","N","39.84115416","86","20","54.978","W","-86.348605","E","878","E","2","W","1990","","ST LOUIS","2","E","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1991/11","O","","","","","CONDL","","","","","2","N","","2026/04/01","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05194.","A","IN","CEV","CONNERSVILLE","US","AGL","CHI","INDIANA","FAYETTE","IN","METTEL FLD","PU","PU","39","41","53.5","N","39.69819444","85","7","52.1","W","-85.13113888","E","866.3","S","4","W","1995","","ST LOUIS","3","N","444","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1946/02","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2023/02/27","1979/06/29","100LL,A","","","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","Y","Y","AGRI,INSTR","Y-L","KCEV","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","05194.","A","IN","CEV","CONNERSVILLE","US","AGL","CHI","INDIANA","FAYETTE","IN","METTEL FLD","PU","PU","39","41","53.5","N","39.69819444","85","7","52.1","W","-85.13113888","E","866.3","S","4","W","1995","","ST LOUIS","3","N","444","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1946/02","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2026/02/17","1979/06/29","100LL,A","","","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2009/09/09","3RD PARTY SURVEY","2009/09/09","","","Y","Y","AGRI,INSTR","Y-L","KCEV","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","05214.02","A","IN","IN16","CROWN POINT","US","AGL","MEM","INDIANA","LAKE","IN","CROWN POINT AIRFIELD","PR","PR","41","25","9.804","N","41.41939","87","24","0.36","W","-87.4001","E","722","E","","","","","CHICAGO","2","W","","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2023/06","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","","ADO","2023/06/12","ADO","2023/06/12","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05214.02","A","IN","IN16","CROWN POINT","US","AGL","MEM","INDIANA","LAKE","IN","CROWN POINT AIRFIELD","PR","PR","41","25","9.804","N","41.41939","87","24","0.36","W","-87.4001","E","722","E","","","","","CHICAGO","2","W","","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2023/06","O","","","","","CONDL","","","","","","N","","2026/04/02","","","","","","","","NON-ATCT","","","","","ADO","2023/06/12","ADO","2023/06/12","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05228.02","A","IN","II82","DANVILLE","US","AGL","CHI","INDIANA","HENDRICKS","IN","MEADORS FLD","PR","PR","39","47","39.163","N","39.79421194","86","34","40.004","W","-86.57777888","E","1000","E","2","W","1990","","ST LOUIS","3","NW","5","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1991/09","O","","","","","CONDL","","","","","2","N","","2023/09/21","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05228.02","A","IN","II82","DANVILLE","US","AGL","CHI","INDIANA","HENDRICKS","IN","MEADORS FLD","PR","PR","39","47","39.163","N","39.79421194","86","34","40.004","W","-86.57777888","E","1000","E","2","W","1990","","ST LOUIS","3","NW","5","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1991/09","O","","","","","CONDL","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05231.5","A","IN","0IN1","DECKER","US","AGL","CHI","INDIANA","KNOX","IN","SNIDER FLD","PR","PR","38","30","0.17","N","38.50004722","87","35","45.086","W","-87.59585722","E","400","E","0","W","1985","","ST LOUIS","4","SW","6","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1989/05","O","","","","","CONDL","","","","","2","N","","2022/01/28","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05231.5","A","IN","0IN1","DECKER","US","AGL","CHI","INDIANA","KNOX","IN","SNIDER FLD","PR","PR","38","30","0.17","N","38.50004722","87","35","45.086","W","-87.59585722","E","400","E","0","W","1985","","ST LOUIS","4","SW","6","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1989/05","O","","","","","CONDL","","","","","2","N","","2026/03/12","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05268.02","A","IN","IN57","FARMERSBURG","US","AGL","CHI","INDIANA","VIGO","IN","SHURE","PR","PR","39","15","41.143","N","39.26142861","87","25","15.072","W","-87.42085333","E","550","E","1","W","1985","","ST LOUIS","3","W","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1990/02","O","","","","","CONDL","","","","","2","N","","2019/04/30","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05268.02","A","IN","IN57","FARMERSBURG","US","AGL","CHI","INDIANA","VIGO","IN","SHURE","PR","PR","39","15","41.143","N","39.26142861","87","25","15.072","W","-87.42085333","E","550","E","1","W","1985","","ST LOUIS","3","W","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1990/02","O","","","","","CONDL","","","","","2","N","","2026/03/10","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05282.","A","IN","FWA","FORT WAYNE","US","AGL","CHI","INDIANA","ALLEN","IN","FORT WAYNE INTL","PU","PU","40","58","42.5","N","40.97847222","85","11","42.6","W","-85.19516666","E","814.5","S","6","W","2020","","CHICAGO","7","SW","3351","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","FWA","Y","1943/01","O","I B","S","1973/05","NGPY3","NO OBJECTION","N","N","N","Y","F","F","2025/03/11","","100LL,A,A+","MAJOR","MAJOR","HIGH","","","SEE RMK","ATCT-TRACON","N","WG","N","","3RD PARTY SURVEY","2010/04/10","3RD PARTY SURVEY","2010/04/10","","","Y","Y","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KFWA","N","US CUSTOMS USER FEE ARPT. ","","1","Modified","LAST_INSPECTION"
"2026/05/14","05282.","A","IN","FWA","FORT WAYNE","US","AGL","CHI","INDIANA","ALLEN","IN","FORT WAYNE INTL","PU","PU","40","58","42.5","N","40.97847222","85","11","42.6","W","-85.19516666","E","814.5","S","6","W","2020","","CHICAGO","7","SW","3351","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","FWA","Y","1943/01","O","I B","S","1973/05","NGPY3","NO OBJECTION","N","N","N","Y","F","F","2026/03/31","","100LL,A,A+","MAJOR","MAJOR","HIGH","","","SEE RMK","ATCT-TRACON","N","WG","N","","3RD PARTY SURVEY","2010/04/10","3RD PARTY SURVEY","2010/04/10","","","Y","Y","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KFWA","N","US CUSTOMS USER FEE ARPT. ","","2","Modified","LAST_INSPECTION"
"2026/04/16","05293.","A","IN","3FK","FRANKLIN","US","AGL","CHI","INDIANA","JOHNSON","IN","FRANKLIN FLYING FLD","PR","PU","39","25","35.18","N","39.42643888","86","3","29.959","W","-86.05832194","E","740","E","2","W","1985","","ST LOUIS","3","S","50","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1942/03","O","","","","","NO OBJECTION","N","N","N","N","S","S","2023/03/28","","100LL","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","Y","Y","","Y","","N","","","1","Modified","LAST_INSPECTION FUEL_TYPES"
"2026/05/14","05293.","A","IN","3FK","FRANKLIN","US","AGL","CHI","INDIANA","JOHNSON","IN","FRANKLIN FLYING FLD","PR","PU","39","25","35.18","N","39.42643888","86","3","29.959","W","-86.05832194","E","740","E","2","W","1985","","ST LOUIS","3","S","50","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1942/03","O","","","","","NO OBJECTION","N","N","N","N","S","S","2026/03/24","","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","Y","Y","","Y","","N","","","2","Modified","LAST_INSPECTION FUEL_TYPES"
"2026/04/16","05293.6","A","IN","2II3","FRANKTON","US","AGL","CHI","INDIANA","MADISON","IN","STOTTLEMYER","PR","PR","40","13","36","N","40.22666666","85","48","59","W","-85.81638888","E","865","E","3","W","1990","","CHICAGO","2","W","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1994/08","O","","","","","CONDL","","","","","2","N","","2021/10/10","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05293.6","A","IN","2II3","FRANKTON","US","AGL","CHI","INDIANA","MADISON","IN","STOTTLEMYER","PR","PR","40","13","36","N","40.22666666","85","48","59","W","-85.81638888","E","865","E","3","W","1990","","CHICAGO","2","W","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1994/08","O","","","","","CONDL","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05295.9","A","IN","3II0","FREMONT","US","AGL","CHI","INDIANA","STEUBEN","IN","MURPHY","PR","PR","41","41","29.5","N","41.69152777","84","51","57.18","W","-84.86588333","E","1050","E","","","","","DETROIT","4","SE","37","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2011/09","O","","","","","CONDL","","","","","2","N","","2007/09/06","","","","","","","","NON-ATCT","","","","","OWNER","2007/09/06","OWNER","2007/09/06","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05295.9","A","IN","3II0","FREMONT","US","AGL","CHI","INDIANA","STEUBEN","IN","MURPHY","PR","PR","41","41","29.5","N","41.69152777","84","51","57.18","W","-84.86588333","E","1050","E","","","","","DETROIT","4","SE","37","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2011/09","O","","","","","CONDL","","","","","2","N","","2026/03/19","","","","","","","","NON-ATCT","","","","","OWNER","2007/09/06","OWNER","2007/09/06","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05308.4","A","IN","3II1","GOSPORT","US","AGL","CHI","INDIANA","OWEN","IN","SHENANDOAH FLYING FLD","PR","PR","39","25","0.167","N","39.41671305","86","38","9.006","W","-86.635835","E","720","E","1","W","1985","","ST LOUIS","3","NE","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1973/03","O","","","","","NOT ANALYZED","","","","","2","N","","1990/07/09","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05308.4","A","IN","3II1","GOSPORT","US","AGL","CHI","INDIANA","OWEN","IN","SHENANDOAH FLYING FLD","PR","PR","39","25","0.167","N","39.41671305","86","38","9.006","W","-86.635835","E","720","E","1","W","1985","","ST LOUIS","3","NE","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1973/03","O","","","","","NOT ANALYZED","","","","","2","N","","2026/03/19","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05315.14","A","IN","6II2","GREENFIELD","US","AGL","CHI","INDIANA","HANCOCK","IN","WILLIS SITE NR 2","PR","PR","39","44","0.157","N","39.73337694","85","43","23.918","W","-85.72331055","E","881","E","2","W","1984","","ST LOUIS","4","SE","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1984/06","O","","","","","CONDL","","","","","2","N","","2019/08/12","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05315.14","A","IN","6II2","GREENFIELD","US","AGL","CHI","INDIANA","HANCOCK","IN","WILLIS SITE NR 2","PR","PR","39","44","0.157","N","39.73337694","85","43","23.918","W","-85.72331055","E","881","E","2","W","1984","","ST LOUIS","4","SE","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1984/06","O","","","","","CONDL","","","","","2","N","","2026/04/03","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05335.6","A","IN","7IN2","HAMILTON","US","AGL","CHI","INDIANA","DE KALB","IN","FLYING CROWN","PR","PR","41","30","5","N","41.50138888","84","52","42","W","-84.87833333","E","920","E","5","W","2000","","DETROIT","3","SE","","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2002/06","O","","","","","NO OBJECTION","","","","","2","N","","2019/05/18","","","","","","","","NON-ATCT","N","","","","OWNER","2001/10/11","OWNER","2001/10/11","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05335.6","A","IN","7IN2","HAMILTON","US","AGL","CHI","INDIANA","DE KALB","IN","FLYING CROWN","PR","PR","41","30","5","N","41.50138888","84","52","42","W","-84.87833333","E","920","E","5","W","2000","","DETROIT","3","SE","","ZAU","ZCG","CHICAGO","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","","2002/06","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/20","","","","","","","","NON-ATCT","N","","","","OWNER","2001/10/11","OWNER","2001/10/11","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05354.4","A","IN","9II8","HOLTON","US","AGL","CHI","INDIANA","RIPLEY","IN","FRANCIS","PR","PR","39","5","10","N","39.08611111","85","22","16","W","-85.37111111","E","920","E","3","W","1995","","ST LOUIS","2","SW","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1998/02","O","","","","","CONDL","","","","","2","N","","2021/02/19","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05354.4","A","IN","9II8","HOLTON","US","AGL","CHI","INDIANA","RIPLEY","IN","FRANCIS","PR","PR","39","5","10","N","39.08611111","85","22","16","W","-85.37111111","E","920","E","3","W","1995","","ST LOUIS","2","SW","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1998/02","O","","","","","CONDL","","","","","2","N","","2026/03/20","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05354.8","A","IN","1II0","HOMER","US","AGL","CHI","INDIANA","RUSH","IN","WEBSTER","PR","PR","39","34","36.169","N","39.57671361","85","35","15.906","W","-85.58775166","E","910","E","3","W","1985","","ST LOUIS","1","W","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1982/07","O","","","","","NOT ANALYZED","","","","","2","N","","2019/06/01","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05354.8","A","IN","1II0","HOMER","US","AGL","CHI","INDIANA","RUSH","IN","WEBSTER","PR","PR","39","34","36.169","N","39.57671361","85","35","15.906","W","-85.58775166","E","910","E","3","W","1985","","ST LOUIS","1","W","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1982/07","O","","","","","NOT ANALYZED","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05388.11","A","IN","JVY","JEFFERSONVILLE","US","AGL","CHI","INDIANA","CLARK","IN","CLARK RGNL","PU","PU","38","21","59.826","N","38.36661833","85","44","17.321","W","-85.73814472","E","477.7","S","2","W","1990","800","ST LOUIS","5","N","800","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1981/12","O","","","","NGY","","","","","Y","S","S","2023/04/06","1981/12/28","100LL,A","MAJOR","MAJOR","HIGH","HIGH","SEE RMK","SS-SR","NON-ATCT","Y","WG","","","3RD PARTY SURVEY","2023/12/02","3RD PARTY SURVEY","2023/12/02","","","Y","Y","AFRT,CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KJVY","N","","","1","Modified","LAST_INSPECTION"
"2026/05/14","05388.11","A","IN","JVY","JEFFERSONVILLE","US","AGL","CHI","INDIANA","CLARK","IN","CLARK RGNL","PU","PU","38","21","59.826","N","38.36661833","85","44","17.321","W","-85.73814472","E","477.7","S","2","W","1990","800","ST LOUIS","5","N","800","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","HUF","Y","1981/12","O","","","","NGY","","","","","Y","S","S","2026/03/24","1981/12/28","100LL,A","MAJOR","MAJOR","HIGH","HIGH","SEE RMK","SS-SR","NON-ATCT","Y","WG","","","3RD PARTY SURVEY","2023/12/02","3RD PARTY SURVEY","2023/12/02","","","Y","Y","AFRT,CARGO,CHTR,INSTR,RNTL,SALES","Y-L","KJVY","N","","","2","Modified","LAST_INSPECTION"
"2026/04/16","05399.81","A","IN","IN10","KEWANNA","US","AGL","CHI","INDIANA","FULTON","IN","PLUMMER","PR","PR","40","58","33.148","N","40.97587444","86","25","12.012","W","-86.42000333","E","760","E","2","W","1985","","CHICAGO","3","S","","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1976/06","O","","","","","NO OBJECTION","","","","","2","N","","2022/04/26","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05399.81","A","IN","IN10","KEWANNA","US","AGL","CHI","INDIANA","FULTON","IN","PLUMMER","PR","PR","40","58","33.148","N","40.97587444","86","25","12.012","W","-86.42000333","E","760","E","2","W","1985","","CHICAGO","3","S","","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1976/06","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05406.02","A","IN","IN87","KNOX","US","AGL","CHI","INDIANA","STARKE","IN","SINGLETON'S LANDING STRIP","PR","PR","41","21","5.152","N","41.35143111","86","37","35.053","W","-86.62640361","E","685","E","2","W","1985","","CHICAGO","3","N","","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1976/07","O","","","","","CONDL","","","","","2","N","","2019/09/07","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05406.02","A","IN","IN87","KNOX","US","AGL","CHI","INDIANA","STARKE","IN","SINGLETON'S LANDING STRIP","PR","PR","41","21","5.152","N","41.35143111","86","37","35.053","W","-86.62640361","E","685","E","2","W","1985","","CHICAGO","3","N","","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1976/07","O","","","","","CONDL","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05409.3","A","IN","53IN","KOKOMO","US","AGL","CHI","INDIANA","HOWARD","IN","HARTMAN FARMS FLD","PR","PR","40","31","17.137","N","40.52142694","86","12","53.981","W","-86.21499472","E","818","E","2","W","1985","","CHICAGO","5","NW","4","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1975/06","O","","","","","NO OBJECTION","","","","","2","N","","2021/04/22","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05409.3","A","IN","53IN","KOKOMO","US","AGL","CHI","INDIANA","HOWARD","IN","HARTMAN FARMS FLD","PR","PR","40","31","17.137","N","40.52142694","86","12","53.981","W","-86.21499472","E","818","E","2","W","1985","","CHICAGO","5","NW","4","ZAU","ZCG","CHICAGO","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1975/06","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/20","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05420.2","A","IN","IN14","LANESVILLE","US","AGL","CHI","INDIANA","HARRISON","IN","GREENRIDGE","PR","PR","38","14","20.245","N","38.23895694","86","1","9.886","W","-86.01941277","E","858","E","2","W","1985","","ST LOUIS","2","W","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1969/04","O","","","","","NO OBJECTION","","","","","2","N","","2021/09/28","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05420.2","A","IN","IN14","LANESVILLE","US","AGL","CHI","INDIANA","HARRISON","IN","GREENRIDGE","PR","PR","38","14","20.245","N","38.23895694","86","1","9.886","W","-86.01941277","E","858","E","2","W","1985","","ST LOUIS","2","W","","ZID","ZCI","INDIANAPOLIS","N","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1969/04","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/30","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05432.","A","IN","49II","LENA","US","AGL","CHI","INDIANA","PARKE","IN","REINOEHL FLD","PR","PR","39","36","35.156","N","39.60976555","87","0","55.046","W","-87.01529055","E","800","E","1","W","1985","","ST LOUIS","1","E","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1987/12","O","","","","","CONDL","","","","","2","N","","2022/02/08","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","05432.","A","IN","49II","LENA","US","AGL","CHI","INDIANA","PARKE","IN","REINOEHL FLD","PR","PR","39","36","35.156","N","39.60976555","87","0","55.046","W","-87.01529055","E","800","E","1","W","1985","","ST LOUIS","1","E","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1987/12","O","","","","","CONDL","","","","","2","N","","2026/03/20","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","05433.81","A","IN","8II2","LIBERTY","US","AGL","CHI","INDIANA","UNION","IN","NORRIS FLD","PR","PR","39","39","11","N","39.65305555","84","51","58","W","-84.86611111","E","1085","E","3","W","1990","","CINCINNATI","3","NE","","ZID","ZCI","INDIANAPOLIS","","HUF","TERRE HAUTE","","1-800-WX-BRIEF","","","","","N","1994/08","O","","","","","CONDL","","","","","2","N","","2021/09/29","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
