"EFF_DATE","ORIGIN_ID","DSTN_ID","PFR_TYPE_CODE","ROUTE_NO","SEGMENT_SEQ","SEG_VALUE","SEG_TYPE","STATE_CODE","COUNTRY_CODE","ICAO_REGION_CODE","NAV_TYPE","NEXT_SEG","File","Action","Mods"
"2026/03/19","DCA","BTV","L","1","55","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","DCA","CLT","H","1","15","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","DCA","CLT","H","1","20","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","10","AGARD","FIX","MD","US","K6","","MAEVE","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","15","MAEVE","FIX","NJ","US","K6","","Q439","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","20","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","25","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","30","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","DCA","DXR","H","1","35","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","DCA","HPN","L","2","25","T320","AIRWAY","","","","","RICED","2","Deleted",""
"2026/03/19","DCA","HPN","L","2","30","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","DCA","HPN","L","2","35","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","DCA","LUK","H","1","10","OTTTO","FIX","VA","US","K6","","FAIRR","2","Deleted",""
"2026/03/19","DCA","LUK","H","1","15","FAIRR","FIX","ME","US","K6","","JBIZZ","2","Deleted",""
"2026/03/19","DCA","LUK","H","1","20","JBIZZ","FIX","WV","US","K6","","BRROW","2","Deleted",""
"2026/03/19","DCA","LUK","H","1","25","BRROW","FIX","KY","US","K5","","GAVNN","2","Deleted",""
"2026/03/19","DCA","LUK","H","1","30","GAVNN","FIX","KY","US","K5","","","2","Deleted",""
"2026/03/19","DCA","MSY","H","1","25","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","DCA","MSY","H","1","30","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","DFW","BWI","H","2","25","CJAAE","FIX","WV","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","DFW","BWI","H","2","30","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","DFW","CLT","H","2","35","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","DFW","CLT","H","2","40","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","DFW","HOU","H","4","10","ELLVR","FIX","TX","US","K4","","NNEAL","2","Deleted",""
"2026/03/19","DFW","HOU","H","4","15","NNEAL","FIX","TX","US","K4","","KIDDZ5","2","Deleted",""
"2026/03/19","DFW","HOU","H","4","20","KIDDZ5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","DFW","HOU","H","4","15","KIDDZ5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","DOVEY","CLT","NAR","1","30","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","DOVEY","CLT","NAR","1","35","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","DOVEY","MSY","NAR","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","DOVEY","MSY","NAR","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","DTW","BTV","H","1","20","LAGGS","FIX","NY","US","K6","","BTV","2","Deleted",""
"2026/03/19","DTW","BTV","H","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","DTW","CLT","H","1","20","TAFTT","FIX","KY","US","K5","","PARQR4","2","Deleted",""
"2026/03/19","DTW","CLT","H","1","25","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","DTW","MSY","H","1","30","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","DTW","MSY","H","1","35","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","EBONY","CLT","NAR","1","30","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","EBONY","CLT","NAR","1","35","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","EBONY","MSY","NAR","1","55","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","EBONY","MSY","NAR","1","60","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","EMT","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","EMT","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","EMT","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","EWN","CLT","H","1","10","OKNEE","FIX","SC","US","K7","","MLLET3","2","Deleted",""
"2026/03/19","EWN","CLT","H","1","15","MLLET3","STAR","","","","","","2","Deleted",""
"2026/03/19","EWR","BTV","H","1","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","EWR","BTV","H","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","EWR","BTV","L","1","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","EWR","BTV","L","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","EWR","CLT","H","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","EWR","CLT","H","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","EWR","MSY","H","1","35","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","EWR","MSY","H","1","40","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","EYW","CLT","H","1","35","PONZE","FIX","SC","US","K7","","BANKR5","2","Deleted",""
"2026/03/19","EYW","CLT","H","1","40","BANKR5","STAR","","","","","","2","Deleted",""
"2026/03/19","F70","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","F70","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","F70","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","FAY","CLT","H","1","5","TORQD","FIX","NC","US","K7","","MLLET3","2","Deleted",""
"2026/03/19","FAY","CLT","H","1","10","MLLET3","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","BWI","H","5","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","FLL","BWI","H","5","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","BWI","H","6","50","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","FLL","BWI","H","6","55","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","CLT","H","3","25","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","FLL","CLT","H","3","30","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","DXR","H","1","45","KALDA","FIX","VA","US","K6","","Q439","2","Deleted",""
"2026/03/19","FLL","DXR","H","1","50","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","FLL","DXR","H","1","55","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","FLL","DXR","H","1","60","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","FLL","DXR","H","1","65","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","40","SAWED","FIX","VA","US","K6","","Q97","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","45","Q97","AIRWAY","","","","","BYSEL","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","50","BYSEL","FIX","MD","US","K6","","RADDS","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","55","RADDS","FIX","DE","US","K6","","T320","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","60","T320","AIRWAY","","","","","RICED","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","65","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","FLL","DXR","H","3","70","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","20","Y309","AIRWAY","","","","","FLRDA","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","25","FLRDA","FIX","OA","US","K","","SAGGY","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","30","SAGGY","FIX","OA","US","K","","CHIEZ","1","Modified","SEGMENT_SEQ"
"2026/05/14","FLL","HPN","H","2","25","SAGGY","FIX","OA","US","K","","CHIEZ","2","Modified","SEGMENT_SEQ"
"2026/03/19","FLL","HPN","H","2","35","CHIEZ","FIX","NC","US","K7","","Q161","1","Modified","SEGMENT_SEQ"
"2026/05/14","FLL","HPN","H","2","30","CHIEZ","FIX","NC","US","K7","","Q161","2","Modified","SEGMENT_SEQ"
"2026/03/19","FLL","HPN","H","2","40","Q161","AIRWAY","","","","","KALDA","1","Modified","SEGMENT_SEQ"
"2026/05/14","FLL","HPN","H","2","35","Q161","AIRWAY","","","","","KALDA","2","Modified","SEGMENT_SEQ"
"2026/03/19","FLL","HPN","H","2","45","KALDA","FIX","VA","US","K6","","Q439","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","50","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","55","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","60","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","FLL","HPN","H","2","65","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","FLL","MSY","H","2","40","SJI","NAVAID","AL","US","","VORTAC","MNSTR1","2","Deleted",""
"2026/03/19","FLL","MSY","H","2","45","MNSTR1","STAR","","","","","","2","Deleted",""
"2026/03/19","FMY","CLT","H","1","15","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","FMY","CLT","H","1","20","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","GSO","BWI","H","1","15","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","GSO","BWI","H","1","20","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","GSP","CLT","H","1","5","BANKR","FIX","SC","US","K7","","BANKR5","2","Deleted",""
"2026/03/19","GSP","CLT","H","1","10","BANKR5","STAR","","","","","","2","Deleted",""
"2026/03/19","HMT","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","HMT","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","HMT","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","HOU","BWI","H","3","40","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","HOU","BWI","H","3","45","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","HOU","CLT","H","3","35","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","HOU","CLT","H","3","40","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","HPN","BTV","H","1","25","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","HPN","BTV","H","1","30","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","HPN","BTV","H","2","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","HPN","BTV","H","2","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","HPN","BTV","L","1","30","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","HPN","BTV","L","1","35","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","HPN","CLT","H","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","HPN","CLT","H","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","HWD","SMF","TEC","1","5","CCR","NAVAID","CA","US","","VOR/DME","CCR2","2","Deleted",""
"2026/03/19","HWD","SMF","TEC","1","10","CCR2","STAR","","","","","","2","Deleted",""
"2026/03/19","HYA","BWI","H","3","30","LAFLN","FIX","DE","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","HYA","BWI","H","3","35","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","IAD","BTV","H","1","50","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","IAD","BTV","H","1","55","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","IAD","BTV","H","2","50","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","IAD","BTV","H","2","55","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","IAD","CLT","H","1","15","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","IAD","CLT","H","1","20","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","10","AGARD","FIX","MD","US","K6","","MAEVE","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","15","MAEVE","FIX","NJ","US","K6","","Q439","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","20","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","25","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","30","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","IAD","DXR","H","1","35","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","IAD","HPN","L","1","20","T320","AIRWAY","","","","","RICED","2","Deleted",""
"2026/03/19","IAD","HPN","L","1","25","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","IAD","HPN","L","1","30","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","IAD","LUK","H","1","10","OTTTO","FIX","VA","US","K6","","FAIIR","2","Deleted",""
"2026/03/19","IAD","LUK","H","1","15","FAIIR","FIX","WV","US","K6","","JBIZZ","2","Deleted",""
"2026/03/19","IAD","LUK","H","1","20","JBIZZ","FIX","WV","US","K6","","BRROW","2","Deleted",""
"2026/03/19","IAD","LUK","H","1","25","BRROW","FIX","KY","US","K5","","GAVNN","2","Deleted",""
"2026/03/19","IAD","LUK","H","1","30","GAVNN","FIX","KY","US","K5","","","2","Deleted",""
"2026/03/19","IAD","MSY","H","1","25","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","IAD","MSY","H","1","30","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","IAD","PBG","H","1","50","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","IAD","PBG","H","1","55","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","IAH","BWI","H","1","45","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","IAH","BWI","H","1","50","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","IAH","BWI","H","3","45","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","IAH","BWI","H","3","50","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","IAH","CLT","H","1","25","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","IAH","CLT","H","1","30","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","IAH","CLT","H","2","25","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","IAH","CLT","H","2","30","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","ILM","CLT","H","1","5","OKNEE","FIX","SC","US","K7","","MLLET3","2","Deleted",""
"2026/03/19","ILM","CLT","H","1","10","MLLET3","STAR","","","","","","2","Deleted",""
"2026/03/19","ISP","BWI","H","1","35","LAFLN","FIX","DE","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","ISP","BWI","H","1","40","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","JAX","BWI","H","1","40","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","JAX","BWI","H","1","45","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","JAX","CLT","H","1","15","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","JAX","CLT","H","1","20","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","JAX","CLT","H","2","15","PONZE","FIX","SC","US","K7","","BANKR5","2","Deleted",""
"2026/03/19","JAX","CLT","H","2","20","BANKR5","STAR","","","","","","2","Deleted",""
"2026/03/19","JFK","BTV","H","1","25","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","JFK","BTV","H","1","30","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","JFK","BTV","H","2","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","JFK","BTV","H","2","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","JFK","BTV","L","1","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","JFK","BTV","L","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","JFK","BTV","L","2","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","JFK","BTV","L","2","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","JFK","BWI","L","2","25","MIIDY","FIX","MD","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","JFK","BWI","L","2","30","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","JFK","CLT","H","1","30","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","JFK","CLT","H","1","35","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","JFK","MSY","H","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","JFK","MSY","H","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","KANNI","CLT","NAR","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","KANNI","CLT","NAR","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","KANNI","MSY","NAR","1","50","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","KANNI","MSY","NAR","1","55","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","KJOHN","CLT","NAR","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","KJOHN","CLT","NAR","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","KJOHN","MSY","NAR","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","KJOHN","MSY","NAR","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","L65","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","L65","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","L65","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","LGA","BTV","H","1","25","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","LGA","BTV","H","1","30","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","LGA","BTV","H","2","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","LGA","BTV","H","2","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","LGA","BTV","L","1","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","LGA","BTV","L","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","LGA","CLT","H","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","LGA","CLT","H","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","LGA","MSY","H","1","35","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","LGA","MSY","H","1","40","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","LYH","CLT","H","3","5","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","LYH","CLT","H","3","10","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","MCO","BWI","H","1","50","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MCO","BWI","H","1","55","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MCO","BWI","H","2","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MCO","BWI","H","2","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MCO","CLT","H","2","15","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","MCO","CLT","H","2","20","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","BWI","H","2","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MDSD","BWI","H","2","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","BWI","H","4","50","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MDSD","BWI","H","4","55","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","BWI","H","6","60","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MDSD","BWI","H","6","65","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","CLT","H","2","30","PITRW","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","MDSD","CLT","H","2","35","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","CLT","H","4","50","PITRW","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","MDSD","CLT","H","4","55","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","40","OWENZ","FIX","OA","US","K","","FATON","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","45","FATON","FIX","OA","US","K","","HOFFI","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","50","HOFFI","FIX","NY","US","K6","","KEYED","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","55","KEYED","FIX","NY","US","K6","","EEGOR","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","60","EEGOR","FIX","CT","US","K6","","ALIXX","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","65","ALIXX","FIX","CT","US","K6","","RYMES","2","Deleted",""
"2026/03/19","MDSD","HPN","H","4","70","RYMES","FIX","CT","US","K6","","","2","Deleted",""
"2026/03/19","MDW","CLT","H","1","30","SKYWA","FIX","TN","US","K7","","FILPZ4","2","Deleted",""
"2026/03/19","MDW","CLT","H","1","35","FILPZ4","STAR","","","","","","2","Deleted",""
"2026/03/19","MDW","MSY","H","1","40","MCB","NAVAID","MS","US","","VORTAC","TRSSH1","2","Deleted",""
"2026/03/19","MDW","MSY","H","1","45","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","MEM","BCT","H","1","5","DEFUN","FIX","FL","US","K7","","VUUDU1","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","BCT","H","1","15","DEFUN","FIX","FL","US","K7","","VUUDU1","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","BCT","H","1","10","VUUDU1","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","BCT","H","1","20","VUUDU1","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","BWI","H","2","35","CJAAE","FIX","WV","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MEM","BWI","H","2","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MEM","MCO","H","2","5","DEFUN","FIX","FL","US","K7","","GRNCH5","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","MCO","H","2","15","DEFUN","FIX","FL","US","K7","","GRNCH5","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","MCO","H","2","10","GRNCH5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","MCO","H","2","20","GRNCH5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","ORL","H","1","5","DEFUN","FIX","FL","US","K7","","CABLO","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","ORL","H","1","15","DEFUN","FIX","FL","US","K7","","CABLO","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","ORL","H","1","10","CABLO","FIX","GA","US","K7","","MJKAL","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","ORL","H","1","20","CABLO","FIX","GA","US","K7","","MJKAL","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","ORL","H","1","15","MJKAL","FIX","GA","US","K7","","JAFAR3","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","ORL","H","1","25","MJKAL","FIX","GA","US","K7","","JAFAR3","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","ORL","H","1","20","JAFAR3","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","ORL","H","1","30","JAFAR3","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","PBI","H","1","5","DEFUN","FIX","FL","US","K7","","VUUDU1","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","PBI","H","1","15","DEFUN","FIX","FL","US","K7","","VUUDU1","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","PBI","H","1","10","VUUDU1","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","PBI","H","1","20","VUUDU1","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","TPA","H","2","5","DEFUN","FIX","FL","US","K7","","MAATY5","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","TPA","H","2","15","DEFUN","FIX","FL","US","K7","","MAATY5","2","Modified","SEGMENT_SEQ"
"2026/03/19","MEM","TPA","H","2","10","MAATY5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","MEM","TPA","H","2","20","MAATY5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","MHT","BWI","H","5","40","LAFLN","FIX","DE","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","MHT","BWI","H","5","45","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","MHT","CLT","H","1","25","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","MHT","CLT","H","1","30","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","MIA","BWI","H","3","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
