"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","ELEMENT","REF_COL_SEQ_NO","REMARK","File","Action","Mods"
"2026/05/14","10689.1","H","MN","MN59","FARIBAULT","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10690.","A","MN","69MY","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10690.","A","MN","69MY","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10690.1","A","MN","MN45","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10690.1","A","MN","MN45","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10690.13","A","MN","MY97","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10690.13","A","MN","MY97","FARMINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10695.15","A","MN","25D","FOREST LAKE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10695.15","A","MN","25D","FOREST LAKE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10695.16","C","MN","49MY","FOREST LAKE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10695.16","C","MN","49MY","FOREST LAKE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10706.7","A","MN","GYL","GLENCOE","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10706.7","A","MN","GYL","GLENCOE","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10709.651","A","MN","6MN7","GOODHUE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10709.651","A","MN","6MN7","GOODHUE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10733.3","A","MN","MN87","HAM LAKE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10733.3","A","MN","MN87","HAM LAKE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10733.31","H","MN","4MN3","HAM LAKE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10733.31","H","MN","4MN3","HAM LAKE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10733.61","A","MN","MN58","HASTINGS","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10733.61","A","MN","MN58","HASTINGS","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10733.611","A","MN","49MN","HASTINGS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10733.611","A","MN","49MN","HASTINGS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10749.5","A","MN","35MN","INVER GROVE HEIGHTS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10749.5","A","MN","35MN","INVER GROVE HEIGHTS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10749.51","C","MN","09Y","INVER GROVE HGTS","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10749.51","C","MN","09Y","INVER GROVE HGTS","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10755.","A","MN","MN63","JORDAN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10755.","A","MN","MN63","JORDAN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10755.01","A","MN","9MN6","JORDAN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10755.01","A","MN","9MN6","JORDAN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10779.03","C","MN","21MN","LEONARD","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","WE DO NOT OBJECT WITH CONDITIONS TO THE CONSTRUCTION DESCRIBED IN THIS PROPOSAL PROVIDED YOU AGREE TO THE FOLLOWING:  FLIGHT STANDARDS HAS CONDUCTED AN ON-SITE INSPECTION OF THE PROPOSED SEAPLANE LANDING AREA. THERE IS SUFFICIENT SEA LANE AVAILABLE TO ALLOW A VARIETY OF SEAPLANES TO SAFELY CLEAR ON-SHORE TREES ON TAKEOFF AND LANDING. RUNWAY END POINTS TO BE USED ARE 47-44-23.29N, 95-11-33.03W FOR RUNWAY 15W, AND 47-43-41.08N, 95-10-55.20W FOR RUNWAY 33W (5000 FT BY 300 FT WIDE). ALL OPERATIONS MUST BE CONDUCTED IN VFR WEATHER CONDITIONS FROM SUNRISE TO SUNSET. THE PROPONENT MUST MEET ALL STATE AND LOCAL REQUIREMENTS. THIS AERONAUTICAL STUDY DID NOT CONSIDER THE INTERACTION OF SEAPLANE OPERATION WITH SURFACE CRAFT TRAFFIC WHICH IS REGULATED BY 14 CFR 91.115, NOR DOES IT GIVE APPROVAL FOR SEAPLANE OPERATIONS ON THIS BODY OF WATER. APPROVAL AUTHORITY IS VESTED WITH THE OWNER/CONTROLLING AGENCY OF THE BODY OF WATER. TO ENHANCE THE SAFETY OF OPERATIONS, WE RECOMMEND: 1.	TRAFFIC PATTERNS SHOULD BE AT 1000 FT AGL, STANDARD LEFT TRAFFIC, AND SHOULD MONITOR AND PROVIDE POSITION REPORTS ON 122.90. 2.	NO NIGHT OPERATIONS SHOULD BE CONDUCTED UNLESS THE TAKEOFF / LANDING AREA IS LIGHTED AND A BEACON IS INSTALLED IN ACCORDANCE WITH AC 150/5395-1 PARAGRAPH 52 3.	THE PROPONENT REFERENCE 14 CFR 91.115 RIGHT OF WAY RULES; WATER OPERATIONS. 4.	THIS LANDING AREA IS ESTABLISHED IN ACCORDANCE WITH AC 150/5395-1, SEAPLANE BASES. THIS AERONAUTICAL STUDY DID NOT CONSIDER THE INTERACTION OF...","2","Deleted",""
"2026/04/16","10779.03","C","MN","21MN","LEONARD","US","A110-1","AIRPORT","GENERAL_REMARK","","1","VISITORS WELCOME BUT PLS CALL 218-556-2179 PRIOR TO ARRIVAL.  MONTR FREQ 122.90.","2","Deleted",""
"2026/04/16","10779.03","C","MN","21MN","LEONARD","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","2","Deleted",""
"2026/04/16","10779.03","C","MN","21MN","LEONARD","US","A15","AIRPORT_CONTACT","ADDRESS1","MANAGER","1","EMAIL ADDRESS: EMMEL_777@HOTMAIL.COM (ALL LOWER CASE)","2","Deleted",""
"2026/04/16","10783.2","A","MN","5MN5","LINDSTROM","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10783.2","A","MN","5MN5","LINDSTROM","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10784.1","A","MN","MY18","LINO LAKES","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10784.1","A","MN","MY18","LINO LAKES","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10784.2","C","MN","8Y4","LINO LAKES","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10784.2","C","MN","8Y4","LINO LAKES","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10798.6","A","MN","MN66","LORETTO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10798.6","A","MN","MN66","LORETTO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10802.61","A","MN","MN67","LYDIA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10802.61","A","MN","MN67","LYDIA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10812.13","H","MN","20MN","MAPLE GROVE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10812.13","H","MN","20MN","MAPLE GROVE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10812.71","A","MN","MGG","MAPLE LAKE","US","A110-6","AIRPORT","GENERAL_REMARK","","6","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10812.71","A","MN","MGG","MAPLE LAKE","US","A110-6","AIRPORT","GENERAL_REMARK","","6","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10812.85","A","MN","MN69","MAPLE PLAIN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10812.85","A","MN","MN69","MAPLE PLAIN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10821.01","H","MN","MY65","MINNEAPOLIS","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10821.01","H","MN","MY65","MINNEAPOLIS","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10821.02","A","MN","LVN","MINNEAPOLIS","US","A110-7","AIRPORT","GENERAL_REMARK","","7","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10821.02","A","MN","LVN","MINNEAPOLIS","US","A110-7","AIRPORT","GENERAL_REMARK","","7","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10821.03","H","MN","MN10","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10821.03","H","MN","MN10","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10821.05","H","MN","9MN4","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10821.05","H","MN","9MN4","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10821.06","H","MN","25MY","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10821.06","H","MN","25MY","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-7","AIRPORT","GENERAL_REMARK","","7","WHEN ATCT CLSD, SNOW REMOVAL OPERATORS MONITOR 119.15.","1","Modified","REMARK"
"2026/05/14","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-7","AIRPORT","GENERAL_REMARK","","7","WHEN ATCT CLSD, SNOW REMOVAL OPS MONITOR 119.15.","2","Modified","REMARK"
"2026/04/16","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-10","AIRPORT","GENERAL_REMARK","","10","RY 10R IS CALM WIND RY WHEN ATCT CLSD.","1","Modified","REMARK"
"2026/05/14","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-10","AIRPORT","GENERAL_REMARK","","10","RWY 10R IS CALM WIND RWY WHEN ATCT CLSD.","2","Modified","REMARK"
"2026/04/16","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-12","AIRPORT","GENERAL_REMARK","","12","TWY 'D' CLOSED FM TWY 'D2' TO APCH END RY 36 TO ACFT WITH WINGSPANS OF 66 FT OR GREATER.","1","Modified","REMARK"
"2026/05/14","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-12","AIRPORT","GENERAL_REMARK","","12","TWY 'D' CLOSED FM TWY 'D2' TO APCH END RWY 36 TO ACFT WITH WINGSPANS OF 66 FT OR GREATER.","2","Modified","REMARK"
"2026/04/16","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-14","AIRPORT","GENERAL_REMARK","","14","RWY INCURSION RISK - PILOTS ARE REMINDED TO REVIEW ARPT HOT SPOT INFO BFR TXG FOR DEP & BFR LDG.  SEE TPP ARPT DIAGRAM & CHART SUPPL SXN ON HOT SPOTS FOR ADDN INFO. ","1","Modified","REMARK"
"2026/05/14","10827.","A","MN","FCM","MINNEAPOLIS","US","A110-14","AIRPORT","GENERAL_REMARK","","14","WRWY INCURSION RISK - PILOTS ARE REMINDED TO REVIEW ARPT HOT SPOT INFO BFR TXG FOR DEP & BFR LDG.  SEE TPP ARPT DIAGRAM & CHART SUPPL SXN ON HOT SPOTS FOR ADDN INFO. ","2","Modified","REMARK"
"2026/04/16","10827.09","H","MN","9MN9","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10827.09","H","MN","9MN9","MINNEAPOLIS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10832.8","A","MN","MN49","MONTGOMERY","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10832.8","A","MN","MN49","MONTGOMERY","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10834.2","H","MN","MN93","MONTICELLO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10834.2","H","MN","MN93","MONTICELLO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10843.51","C","MN","MN80","MOUND","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10843.51","C","MN","MN80","MOUND","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10860.01","H","MN","0MN1","NEW PRAGUE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10860.01","H","MN","0MN1","NEW PRAGUE","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10867.02","A","MN","36MN","NEW TRIER","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10867.02","A","MN","36MN","NEW TRIER","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10874.7","H","MN","48MN","NORTHFIELD","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10874.7","H","MN","48MN","NORTHFIELD","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10878.","A","MN","47MN","NORWOOD","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10878.","A","MN","47MN","NORWOOD","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10882.991","C","MN","11MN","ORONO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10882.991","C","MN","11MN","ORONO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10922.61","C","MN","MN76","PRIOR LAKE","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10922.61","C","MN","MN76","PRIOR LAKE","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10934.","A","MN","RGK","RED WING","US","A110-5","AIRPORT","GENERAL_REMARK","","5","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10934.","A","MN","RGK","RED WING","US","A110-5","AIRPORT","GENERAL_REMARK","","5","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10934.02","H","MN","97MN","RED WING","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10934.02","H","MN","97MN","RED WING","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10945.11","C","MN","4MN7","REMER","US","A15","AIRPORT_CONTACT","ADDRESS1","MANAGER","1","EMAIL ADDRESS: CLAY@NOSTALGICWINGS.COM","1","Modified","REMARK"
"2026/05/14","10945.11","C","MN","4MN7","REMER","US","A15","AIRPORT_CONTACT","ADDRESS1","MANAGER","1","EMAIL: CLAYSADAMS@GMAIL.COM.","2","Modified","REMARK"
"2026/04/16","10949.7","H","MN","MY77","ROBBINSDALE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10949.7","H","MN","MY77","ROBBINSDALE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10973.","A","MN","21D","ST PAUL","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","10973.","A","MN","21D","ST PAUL","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10973.01","H","MN","7MN1","ST PAUL","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10973.01","H","MN","7MN1","ST PAUL","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10973.02","H","MN","MY79","ST PAUL","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10973.02","H","MN","MY79","ST PAUL","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10973.2","C","MN","0MN0","ST PAUL PARK","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10973.2","C","MN","0MN0","ST PAUL PARK","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","10974.","A","MN","STP","ST PAUL","US","A110-3","AIRPORT","GENERAL_REMARK","","3","WHEN USING RYS 27 OR 31 HAZARDOUS RIVER TFC MAY EXIST.","1","Modified","REMARK"
"2026/05/14","10974.","A","MN","STP","ST PAUL","US","A110-3","AIRPORT","GENERAL_REMARK","","3","WHEN USING RWYS 27 OR 31 HAZARDOUS RIVER TFC MAY EXIST.","2","Modified","REMARK"
"2026/04/16","10974.","A","MN","STP","ST PAUL","US","A110-7","AIRPORT","GENERAL_REMARK","","7","SE ARR & DEP AVOID TFC PATTERN OPERATIONS AT SOUTH ST. PAUL ARPT 164 DEG 5 NM AT & BLO 1720 MSL.","1","Modified","REMARK"
"2026/05/14","10974.","A","MN","STP","ST PAUL","US","A110-7","AIRPORT","GENERAL_REMARK","","7","SE ARR & DEP AVOID TFC PATTERN OPS AT SOUTH ST. PAUL ARPT 164 DEG 5 NM AT & BLO 1720 MSL.","2","Modified","REMARK"
"2026/04/16","10974.","A","MN","STP","ST PAUL","US","A110-13","AIRPORT","GENERAL_REMARK","","13","RY 14 IS CALM WIND RY WHEN ATCT CLSD.","1","Modified","REMARK"
"2026/05/14","10974.","A","MN","STP","ST PAUL","US","A110-13","AIRPORT","GENERAL_REMARK","","13","RWY 14 IS CALM WIND RWY WHEN ATCT CLSD.","2","Modified","REMARK"
"2026/04/16","10974.","A","MN","STP","ST PAUL","US","A110-14","AIRPORT","GENERAL_REMARK","","14","EXPECT HELICOPTER OPERATIONS ON TWY 'A' IN THE VICINITY OF THE CONTROL TWR,  NORTH TO THE APPROACH END OF RY 14.","1","Modified","REMARK"
"2026/05/14","10974.","A","MN","STP","ST PAUL","US","A110-14","AIRPORT","GENERAL_REMARK","","14","EXPECT HELICOPTER OPERATIONS ON TWY 'A' IN THE VICINITY OF THE CONTROL TWR,  NORTH TO THE APPROACH END OF RWY 14.","2","Modified","REMARK"
"2026/04/16","10990.19","H","MN","41MN","SHAKOPEE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10990.19","H","MN","41MN","SHAKOPEE","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016..","2","Modified","REMARK"
"2026/04/16","10991.87","C","MN","MY21","SHOREVIEW","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS ARTCC AT 651-463-5588.","1","Modified","REMARK"
"2026/05/14","10991.87","C","MN","MY21","SHOREVIEW","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","11001.","A","MN","SGS","SOUTH ST PAUL","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
"2026/05/14","11001.","A","MN","SGS","SOUTH ST PAUL","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-713-4016.","2","Modified","REMARK"
"2026/04/16","11009.","A","MN","SYN","STANTON","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC MINNEAPOLIS APCH AT 612-726-9086.","1","Modified","REMARK"
