airwayKey,awyId,awyDesignation,regulatory,remark,airwayString,updateDate,sourceCycle,sourceTable,sourceRowId
AIRWAY:Q178,Q178,RN,Y,,DJB SRPEN LEPEW LIVER KOZAR KODIE AVERE LEJOY MCRAY BUFFR LINSE BAL,2023/04/28,2026-05-14,AWY_BASE,455
AIRWAY:Q180,Q180,RN,Y,,BXK SATRN WOBUG DMN EWM,2023/08/11,2026-05-14,AWY_BASE,456
AIRWAY:Q182,Q182,RN,Y,,SPY GARRS AKN,2025/06/10,2026-05-14,AWY_BASE,457
AIRWAY:Q184,Q184,RN,Y,,FUZ DOBIS BERKE MIXIE STAGE KAMEN SARKK MERDN KWANE ARNNY,2022/03/31,2026-05-14,AWY_BASE,458
AIRWAY:Q186,Q186,RN,Y,,ZIINE PLAIN GERBS IDEAS WOOST STUNK FOODO SPYDY TEESY MIGET WEVEL SCAAM,2026/02/17,2026-05-14,AWY_BASE,459
AIRWAY:Q188,Q188,RN,Y,,SYA ADK,2025/12/01,2026-05-14,AWY_BASE,460
AIRWAY:Q19,Q19,RN,Y,,BULZI WYATT GOONS LAYIN TOJXE HITMN LAJUG TINGS DENNI PLESS STL TWAIN COLIE SKBOZ CHASY JAVAS DSM EYHUX FSD ABR,2022/03/30,2026-05-14,AWY_BASE,461
AIRWAY:Q190,Q190,RN,Y,,CRL RONZY PRANI KEEHO DORET ZORBO WIGGZ KONJE REBBL CFB KODEY RAHKS PONCT,2026/02/04,2026-05-14,AWY_BASE,462
AIRWAY:Q2,Q2,RN,Y,,BOILE HEDVI HOBOL ITUCO EWM,2022/01/03,2026-05-14,AWY_BASE,463
AIRWAY:Q20,Q20,RN,Y,,CNX HONDS UNNOS FUSCO JCT,2017/05/23,2026-05-14,AWY_BASE,464
AIRWAY:Q21,Q21,RN,Y,,JONEZ RZC,2017/05/23,2026-05-14,AWY_BASE,465
AIRWAY:Q22,Q22,RN,Y,,GUSTI OYSTY ACMES CATLN TWOUP BURGG NYBLK MASHI KIDDO OMENS BEARI UMBRE BBOBO SHTGN SYFER DANGR PYTHN BESSI MELMN JOEPO BRAND RBV LAURN LLUND BAYYS FOXWD,2025/10/09,2026-05-14,AWY_BASE,466
AIRWAY:Q220,Q220,RN,Y,,RIFLE HOFFI ORCHA ALBOW SEY SKOWL JAWZZ LARIE,2022/08/26,2026-05-14,AWY_BASE,467
AIRWAY:Q221,Q221,RN,Y,,AML JERES BEETS MICAH VALLO OGESY FORTT BIGEO WUNDR DLMAR,2024/07/09,2026-05-14,AWY_BASE,468
AIRWAY:Q227,Q227,RN,Y,,AML JERES BEETS MICAH VALLO OGESY TYMAN STENT KONJE STUBN,2024/07/11,2026-05-14,AWY_BASE,469
AIRWAY:Q23,Q23,RN,Y,,FSM RZC,2014/01/02,2026-05-14,AWY_BASE,470
AIRWAY:Q232,Q232,RN,Y,,STUBN DARBO CORDS HOPCE NEION,2024/03/27,2026-05-14,AWY_BASE,471
AIRWAY:Q24,Q24,RN,Y,,SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL BLUMS BALIO MOLLR KAPAA LCH LSU IRUBE PAYTN,2020/02/18,2026-05-14,AWY_BASE,472
AIRWAY:Q25,Q25,RN,Y,,MEEOW ARG WLSUN PXV,2018/02/27,2026-05-14,AWY_BASE,473
AIRWAY:Q26,Q26,RN,Y,,ARG HENSY DEVAC,2017/05/23,2026-05-14,AWY_BASE,474
AIRWAY:Q27,Q27,RN,Y,,FSM ZALDA,2014/01/02,2026-05-14,AWY_BASE,475
AIRWAY:Q28,Q28,RN,Y,,GRAZN PYRMD HAKAT ESTEE PXV,2018/02/27,2026-05-14,AWY_BASE,476
AIRWAY:Q29,Q29,RN,Y,,HARES BAKRE MEMFS OMDUE SIDAE CREEP SEELA KLYNE DUTSH WWSHR SPYDY DORET JHW HANKK GONZZ KRAZZ NIPPY CABCI EBONY DUNOM,2026/02/09,2026-05-14,AWY_BASE,477
AIRWAY:Q3,Q3,RN,Y,,FEPOT FAMUK FELIX FRFLY FINER FOWND PYE,2024/09/19,2026-05-14,AWY_BASE,478
AIRWAY:Q30,Q30,RN,Y,,IZAAC HRISN VLKNN,2024/05/13,2026-05-14,AWY_BASE,479
AIRWAY:Q31,Q31,RN,Y,,DHART JODOX UJM TIIDE PXV,2018/02/27,2026-05-14,AWY_BASE,480
AIRWAY:Q32,Q32,RN,Y,,ELD BAKRE GAGLE CRAMM BNA SWAPP,2017/05/23,2026-05-14,AWY_BASE,481
AIRWAY:Q33,Q33,RN,Y,,IAH TAYUR CIDOR FOSIN SWEUP KAMEN DHART EDWAH LITTR PROWL,2025/11/25,2026-05-14,AWY_BASE,482
AIRWAY:Q34,Q34,RN,Y,,TXK LOOSE WASKO MATIE EDWAH MEMFS HENSY DITZL WAKOL HITMN SWAPP GHATS FOUNT TONIO KONGO NEALS SITTR ASBUR DENNY MAULS GVE BOOYA DUALY BIGRG PNGWN HULKK RBV,2023/07/03,2026-05-14,AWY_BASE,483
AIRWAY:Q35,Q35,RN,Y,,DRK NAVHO CORKR DNLAP WINEN NEERO KOATA IMB,2026/02/03,2026-05-14,AWY_BASE,484
AIRWAY:Q36,Q36,RN,Y,,RZC TWITS OMDUE DEPEC BNA SWAPP,2017/05/23,2026-05-14,AWY_BASE,485
AIRWAY:Q37,Q37,RN,Y,,FST CAVRN YORUB IMMAS PUB,2018/02/27,2026-05-14,AWY_BASE,486
AIRWAY:Q38,Q38,RN,Y,,ROKIT INCIN LAREY BESOM,2017/05/23,2026-05-14,AWY_BASE,487
AIRWAY:Q39,Q39,RN,Y,,CLAWD TARCI ASERY,2017/08/18,2026-05-14,AWY_BASE,488
AIRWAY:Q4,Q4,RN,Y,,BOILE HEDVI SCOLE SPTFR ZEBOL SKTTR ELP PEQ FUSCO DILLO CLL,2024/09/10,2026-05-14,AWY_BASE,489
AIRWAY:Q40,Q40,RN,Y,,AEX DOOMS WINAP MISLE BFOLO NIOLA JAARE OJESS ALEAN YICUT FEEDS MAULS FANPO,2017/05/23,2026-05-14,AWY_BASE,490
AIRWAY:Q406,Q406,RN,Y,,BWZ DBABE BASYE TRIBS BIGGO BAF,2024/03/28,2026-05-14,AWY_BASE,491
AIRWAY:Q409,Q409,RN,Y,,ENEME PUPYY ISUZO KONEY JROSS SESUE OKNEE MRPIT ESCHR DEEEZ GUILD CRPLR TRPOD SMELI OYVAY VILLS CYN WHITE,2025/04/22,2026-05-14,AWY_BASE,492
AIRWAY:Q41,Q41,RN,Y,,CAWIN SCC,2021/04/05,2026-05-14,AWY_BASE,493
AIRWAY:Q419,Q419,RN,Y,,BROSS MYFOO NACYN BSERK HULKK RBV LAURN JFK DPK,2022/07/21,2026-05-14,AWY_BASE,494
AIRWAY:Q42,Q42,RN,Y,,LEWRP STRUK LCOLN SNKPT HIDON BUBAA PSYKO BRNAN HOTEE MIKYG SPOTZ ZIMMZ,2023/12/05,2026-05-14,AWY_BASE,495
AIRWAY:Q43,Q43,RN,Y,,TED BGQ CAWIN FAI,2021/04/05,2026-05-14,AWY_BASE,496
AIRWAY:Q430,Q430,RN,Y,,ZANDR AIR LEJOY VINSE BEETS LARRI SAAME BYRDD COPES RBV MYRCA CREEL RIFLE KYSKY CPCOD LIBBE FLAPE DEEPO ACK,2025/02/28,2026-05-14,AWY_BASE,497
AIRWAY:Q436,Q436,RN,Y,,KAYYS DIXSN BOOTT RRONS CFGCQ CFHHD RAAKK HERBA REXXY REBBL MTCAF DGRAF YYOST LAAYK COATE,2025/06/17,2026-05-14,AWY_BASE,498
AIRWAY:Q437,Q437,RN,Y,,CRPLR TRPOD SMELI OYVAY VILLS SIZZR METRO CLAUS GANDE PONCT,2025/04/22,2026-05-14,AWY_BASE,499
AIRWAY:Q438,Q438,RN,Y,,RUBYY BERYS TWIGS CFJHV CFKHS RAAKK,2022/01/13,2026-05-14,AWY_BASE,500
AIRWAY:Q439,Q439,RN,Y,,KALDA ZJAAY BYSEL RADDS SHHAY MAEVE WAALK JENGA RAINN BRIGS HARBO DRIFT MANTA PLUME SHERL DUNEE SARDI RIFLE AVCAT FOXWD BOGRT BLENO BEEKN FRIAR PQI,2025/04/22,2026-05-14,AWY_BASE,501
AIRWAY:Q44,Q44,RN,Y,,OME HLBLY TED,2021/04/05,2026-05-14,AWY_BASE,502
AIRWAY:Q440,Q440,RN,Y,,HUFFR IDIOM DEANI SLLAP BERYS TWIGS CFJHV CFKHS RAAKK,2022/10/25,2026-05-14,AWY_BASE,503
AIRWAY:Q445,Q445,RN,Y,,KALDA ZJAAY PAJET CAANO TBONN ZIZZI YAZUU SHAUP VALCO KYSKY,2025/04/22,2026-05-14,AWY_BASE,504
AIRWAY:Q448,Q448,RN,Y,,PTW LANNA DBABE BASYE TRIBS BIGGO BAF,2025/03/11,2026-05-14,AWY_BASE,505
AIRWAY:Q45,Q45,RN,Y,,DLG FAGIN NONDA AMOTT,2021/04/05,2026-05-14,AWY_BASE,506
AIRWAY:Q450,Q450,RN,Y,,HNNAH JFK DPK,2020/07/17,2026-05-14,AWY_BASE,507
AIRWAY:Q46,Q46,RN,Y,,VANTY BRW,2023/11/28,2026-05-14,AWY_BASE,508
AIRWAY:Q47,Q47,RN,Y,,AKN AMOTT,2021/04/05,2026-05-14,AWY_BASE,509
AIRWAY:Q475,Q475,RN,Y,,COPLY SCUPP CANAL TUSKY,2021/04/05,2026-05-14,AWY_BASE,510
AIRWAY:Q476,Q476,RN,Y,,JHW HOXIE DMACK STENT MAGIO WLKES JENNO HARTY NWTON,2024/01/22,2026-05-14,AWY_BASE,511
AIRWAY:Q48,Q48,RN,Y,,BRW SCC ROCES,2021/04/05,2026-05-14,AWY_BASE,512
AIRWAY:Q480,Q480,RN,Y,,ZANDR AIR LEJOY VINSE BEETS HOTEE MIKYG SPOTZ CANDR JEFFF IGN LESWL BAF KYLOH BEEKN ENE,2020/07/17,2026-05-14,AWY_BASE,513
AIRWAY:Q481,Q481,RN,Y,,JAMIE CONFR MGERK SOSBY YEELO ECOIL ZIGGI DPK,2025/04/23,2026-05-14,AWY_BASE,514
AIRWAY:Q49,Q49,RN,Y,,ODK AMOTT,2021/04/05,2026-05-14,AWY_BASE,515
AIRWAY:Q5,Q5,RN,Y,,HAROB MINNE HISKU HARPR HOMEG HUPTU STIKM,2021/02/15,2026-05-14,AWY_BASE,516
AIRWAY:Q50,Q50,RN,Y,,IIU HELUB ENGRA IBATE CUBIM,2020/06/18,2026-05-14,AWY_BASE,517
AIRWAY:Q51,Q51,RN,Y,,AKN SLIIM HLBLY OTZ,2021/04/05,2026-05-14,AWY_BASE,518
AIRWAY:Q52,Q52,RN,Y,,CHOPZ IPTAY AWYAT COLZI,2017/10/15,2026-05-14,AWY_BASE,519
AIRWAY:Q53,Q53,RN,Y,,ODK ILI OTZ,2021/09/22,2026-05-14,AWY_BASE,520
AIRWAY:Q54,Q54,RN,Y,,HRTWL NYLLA CHYPS AHOEY RAANE ASHEL NUTZE,2021/08/17,2026-05-14,AWY_BASE,521
AIRWAY:Q55,Q55,RN,Y,,ODK SLIIM OME,2021/04/05,2026-05-14,AWY_BASE,522
AIRWAY:Q56,Q56,RN,Y,,SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL BLUMS BALIO MOLLR HEIGH PEKON HRV SJI CATLN KBLER KELLN KTOWN BYSCO JOOLI NUUMN ORACL KIWII,2020/04/08,2026-05-14,AWY_BASE,523
AIRWAY:Q57,Q57,RN,Y,,AKN MCG,2021/04/05,2026-05-14,AWY_BASE,524
AIRWAY:Q58,Q58,RN,Y,,KELLN GLOVR LUMAY STUKI PEETT,2017/10/15,2026-05-14,AWY_BASE,525
AIRWAY:Q59,Q59,RN,Y,,CDB BET,2021/04/05,2026-05-14,AWY_BASE,526
AIRWAY:Q6,Q6,RN,Y,,TKA JOKAP KUTDE LACIL BRW,2021/04/05,2026-05-14,AWY_BASE,527
AIRWAY:Q60,Q60,RN,Y,,BURGG BYJAC EVING LOOEY JAXSN SHIRY HURTS,2022/07/20,2026-05-14,AWY_BASE,528
AIRWAY:Q61,Q61,RN,Y,,FAI BRW,2021/04/05,2026-05-14,AWY_BASE,529
AIRWAY:Q62,Q62,RN,Y,,WATSN DAIFE NOLNN WEEVR PSKUR SRPEN FAALS ALEEE QUARM BURNI MCMAN VALLO RAV SUZIE SARAA,2023/04/20,2026-05-14,AWY_BASE,530
AIRWAY:Q64,Q64,RN,Y,,CATLN FIGEY HRTWL DARRL IDDAA DADDS MARCL TYI GUILD SAWED KALDA,2025/10/06,2026-05-14,AWY_BASE,531
AIRWAY:Q65,Q65,RN,Y,,MGNTY DOFFY FETAL ENEME KERLY DAREE LORNN SOGEE ENGRA OCASE RINTE,2022/03/31,2026-05-14,AWY_BASE,532
AIRWAY:Q66,Q66,RN,Y,,LITTR CIVKI RICKX TROVE BAZOO METWO MXEEN ALEAN,2024/03/28,2026-05-14,AWY_BASE,533
AIRWAY:Q67,Q67,RN,Y,,SMTTH CEMEX IBATE TONIO TAFTT JONEN HNN,2021/05/11,2026-05-14,AWY_BASE,534
AIRWAY:Q68,Q68,RN,Y,,LITTR SOPIE LAJUG RAMRD RYANS UNCKL YOCKY SPAYD HVQ TOMCA RONZZ HHOLZ HAMME CAPOE OTTTO,2023/01/05,2026-05-14,AWY_BASE,535
AIRWAY:Q69,Q69,RN,Y,,VIYAP OLBEC ISUZO GURGE BLAAN EMCET RYCKI LUNDD ILLSA EWESS RICCS,2018/11/28,2026-05-14,AWY_BASE,536
AIRWAY:Q7,Q7,RN,Y,,JINMO JOGEN JUDAH JUNEJ JAGWA AVE,2025/04/02,2026-05-14,AWY_BASE,537
AIRWAY:Q70,Q70,RN,Y,,HAILO LAS IFEYE BLIPP EEVUN BLOBB BAWER SAKES,2017/05/24,2026-05-14,AWY_BASE,538
AIRWAY:Q71,Q71,RN,Y,,BOBBD ATUME HAPKI KONGO WISTA ASERY GEFFS EMNEM PSYKO PSB,2017/08/25,2026-05-14,AWY_BASE,539
AIRWAY:Q72,Q72,RN,Y,,HACKS GEQUE BENSH RAMAY,2022/08/04,2026-05-14,AWY_BASE,540
AIRWAY:Q73,Q73,RN,Y,,MOMAR CABIC CHADT LVELL BLKWL ZELMA KRLIE HAKMN ZZYZX LAKRR GUNTR ZAINY EEVUN WINEN CRITO BROPH DERSO SAWTT ZATIP CORDU,2022/05/27,2026-05-14,AWY_BASE,541
AIRWAY:Q74,Q74,RN,Y,,NATEE BLD ZAINY FIZZL GARDD DEANN,2022/01/03,2026-05-14,AWY_BASE,542
AIRWAY:Q75,Q75,RN,Y,,ENEME TEUFL TEEEM SHRIL FISHO ILBEE SLOJO GSO BROSK DRAIK GVE HAMMZ TOOBN MURPH SACRI STOEN MXE COPES BIGGY SBJ JERSY FARLE BIZEX GREKI NELIE SWALO BOS COPLY,2022/07/21,2026-05-14,AWY_BASE,543
AIRWAY:Q77,Q77,RN,Y,,OCTAL MATLK STYMY WAKKO MJAMS ETORE SHRKS TEUFL WIGVO MELKR HRTWL,2022/08/25,2026-05-14,AWY_BASE,544
AIRWAY:Q78,Q78,RN,Y,,MARUE DUGGN TOADD,2017/05/24,2026-05-14,AWY_BASE,545
AIRWAY:Q79,Q79,RN,Y,,MCLAW VAULT FEMID WULFF MOLIE DOFFY EVANZ IISLY ZPLEN THRSR KAILL WUDEE RESPE SWAPP IIU,2022/03/31,2026-05-14,AWY_BASE,546
AIRWAY:Q8,Q8,RN,Y,,BRW GAL KKYLE TED,2024/12/30,2026-05-14,AWY_BASE,547
AIRWAY:Q80,Q80,RN,Y,,FAREV JEDER ENGRA DEWAK STEWS CEGMA JONEN BULVE WISTA LEVII RONZZ HHOLZ HAMME CAPOE OTTTO,2019/04/05,2026-05-14,AWY_BASE,548
AIRWAY:Q801,Q801,RN,Y,,HARPR FELIX ECTOF WAPTO TOU CYVIC EEVER MACIE LAIRE CSMOS JOH TED,2024/09/11,2026-05-14,AWY_BASE,549
AIRWAY:Q806,Q806,RN,Y,,VINDI MLT CANME VIGDU,2021/04/27,2026-05-14,AWY_BASE,550
AIRWAY:Q81,Q81,RN,Y,,TUNSL KARTR FIPES ZEILR PIKKR FARLU MGNTY ENDEW BITNY NICKI SNAPY BULZI IPOKE HONID,2022/09/14,2026-05-14,AWY_BASE,551
AIRWAY:Q811,Q811,RN,Y,,DLG KOWOK SAHOK FAGIN NONDA AMOTT GASTO TED GKN OYELI,2021/09/16,2026-05-14,AWY_BASE,552
AIRWAY:Q812,Q812,RN,Y,,TIMMR WELOK CEWDA ZOHAN CFPXT CFQHD KELTI AHPAH GOATR SYR FABEN LOXXE ARRKK STOMP MSLIN GAYEL,2022/12/27,2026-05-14,AWY_BASE,553
AIRWAY:Q816,Q816,RN,Y,,HOCKE CFRCN CFQHD KELTI AHPAH GOATR ARNII HANAA,2022/07/20,2026-05-14,AWY_BASE,554
AIRWAY:Q818,Q818,RN,Y,,FNT CFSMW CFTBR WOZEE KELIE VIEEW CFB BUFFY STOMP MSLIN GAYEL,2022/07/20,2026-05-14,AWY_BASE,555
AIRWAY:Q82,Q82,RN,Y,,WWSHR SPYDY DORET JHW WAYLA VIEEW TYROD MEMMS LOXXE PONCT,2026/03/20,2026-05-14,AWY_BASE,556
AIRWAY:Q822,Q822,RN,Y,,FNT CFSMW CFVXC HOZIR GONZZ PUPPY PAYGE CAM ENE AJJAY ALLEX,2022/07/20,2026-05-14,AWY_BASE,557
AIRWAY:Q824,Q824,RN,Y,,FNT HOCKE CFWBG,2020/07/16,2026-05-14,AWY_BASE,558
AIRWAY:Q828,Q828,RN,Y,,FARID DLH,2025/06/18,2026-05-14,AWY_BASE,559
AIRWAY:Q83,Q83,RN,Y,,JEVED ROYCO TAALN KONEY WURFL JUSEE EFFAY WHTTL GSO,2024/11/07,2026-05-14,AWY_BASE,560
AIRWAY:Q834,Q834,RN,Y,,ALBNG WIEDS DLH,2024/07/19,2026-05-14,AWY_BASE,561
AIRWAY:Q84,Q84,RN,Y,,JHW AUDIL PUPPY PAYGE CAM,2017/05/24,2026-05-14,AWY_BASE,562
AIRWAY:Q842,Q842,RN,Y,,BEALE BLIPP HOLTS WINEN TABLL PICHO PATIO PROXI VAANE KEETA CFXHJ,2026/03/23,2026-05-14,AWY_BASE,563
AIRWAY:Q844,Q844,RN,Y,,SYR VIBRU,2021/04/19,2026-05-14,AWY_BASE,564
AIRWAY:Q848,Q848,RN,Y,,SLLAP HHIPP CFZJP,2021/03/11,2026-05-14,AWY_BASE,565
AIRWAY:Q85,Q85,RN,Y,,LPERD BEEGE GIPPL ROYCO IGARY PELIE BUMMA KAATT SMPRR MIROO PBCUP MOXXY CRPLR,2024/11/19,2026-05-14,AWY_BASE,566
AIRWAY:Q86,Q86,RN,Y,,TTRUE YORRK SCHLS CUTRO VALEQ PLNDL,2017/05/24,2026-05-14,AWY_BASE,567
AIRWAY:Q864,Q864,RN,Y,,EBGIX TUGUB,2021/09/21,2026-05-14,AWY_BASE,568
AIRWAY:Q87,Q87,RN,Y,,PEAKY GOPEY HANDZ GRIDS TIRCO MATLK ONEWY ZERBO DUCEN OVENP FEMON VIYAP SUSYQ TAALN JROSS RAYVO HINTZ REDFH LCAPE ALWZZ ASHEL DADDS NOWAE RIDDN GEARS HURTS,2024/03/18,2026-05-14,AWY_BASE,569
AIRWAY:Q88,Q88,RN,Y,,HAKMN ZZYZX LAKRR NOOTN GARDD VERKN PROMT CHESZ SINRY ZAKRY YAMPA BICAR CHUWY KEEFF GUDDY VIVID JOYCC DKOTA,2019/04/22,2026-05-14,AWY_BASE,570
AIRWAY:Q89,Q89,RN,Y,,MANLE WAKUP PRMUS OVENP SHRKS YANTI HESPI CULTO SMTTH,2022/03/31,2026-05-14,AWY_BASE,571
AIRWAY:Q9,Q9,RN,Y,,SUMMA SMIGE SYNKR SUNBE SHIMR REBRG DERBB,2025/04/02,2026-05-14,AWY_BASE,572
AIRWAY:Q90,Q90,RN,Y,,DNERO ESGEE AREAF JASSE NAVJO YAMHA DAAYE SKWYR HUSQA VARNE ATIJA LEFAM BOVEY WELKY,2022/01/04,2026-05-14,AWY_BASE,573
AIRWAY:Q902,Q902,RN,Y,,OTZ FAI HRDNG RDFLG ORT AYZOL WOGUS SSR HOODS LVD DOOZI GESTI ANN HIGHE DISCO ROSLN SEA,2024/11/13,2026-05-14,AWY_BASE,574
AIRWAY:Q905,Q905,RN,Y,,HOCKE CFJBZ,2021/03/11,2026-05-14,AWY_BASE,575
AIRWAY:Q907,Q907,RN,Y,,POSTS PADDE SVM GADAV ATENE IMAMA,2023/11/29,2026-05-14,AWY_BASE,576
AIRWAY:Q913,Q913,RN,Y,,RAKAM CABCI TOPPS,2022/10/25,2026-05-14,AWY_BASE,577
AIRWAY:Q917,Q917,RN,Y,,SSM CFNBP CFRCC CFPWF CFSKX HOZIR WOZEE,2021/04/05,2026-05-14,AWY_BASE,578
AIRWAY:Q92,Q92,RN,Y,,CHUWY KUTCH WYYTE MAASI HANKU JORDY,2022/01/04,2026-05-14,AWY_BASE,579
AIRWAY:Q923,Q923,RN,Y,,HOCKE CFNBB,2021/04/05,2026-05-14,AWY_BASE,580
AIRWAY:Q924,Q924,RN,Y,,DLH VURLY WEMAN SUZLI UDORY HUDRU BYPOR MECNU BEKRR,2024/07/16,2026-05-14,AWY_BASE,581
AIRWAY:Q93,Q93,RN,Y,,MCLAW VAULT LINEY FOBIN EBAYY MALET DEBRL KENLL PRMUS WOPNR GIPPL SUSYQ ISUZO GURGE FISHO QUIWE JEPEX BENBY DOOGE HAPKI TONIO OCASE HEVAN,2023/07/05,2026-05-14,AWY_BASE,582
AIRWAY:Q935,Q935,RN,Y,,MONEE HOCKE CFRCN CFTBR WOZEE HANKK JOSSY AUDIL FABEN PONCT GDM BOS,2022/07/20,2026-05-14,AWY_BASE,583
AIRWAY:Q937,Q937,RN,Y,,TULEG WAYGO KRAZZ,2022/10/28,2026-05-14,AWY_BASE,584
AIRWAY:Q94,Q94,RN,Y,,WELUM MNGGO ROOLL,2017/05/24,2026-05-14,AWY_BASE,585
AIRWAY:Q945,Q945,RN,Y,,DIK OSMEE,2025/06/17,2026-05-14,AWY_BASE,586
AIRWAY:Q951,Q951,RN,Y,,POSTS PADDE SVM GADAV KATEK DAVDA SSENA TALNO KERVO DANOL,2023/12/06,2026-05-14,AWY_BASE,587
AIRWAY:Q96,Q96,RN,Y,,PURSE DODDL BFUNE GUNTR PIIXR FIZZL BAWER ROCCY SARAF KIMMR,2017/05/24,2026-05-14,AWY_BASE,588
AIRWAY:Q97,Q97,RN,Y,,TOVAR EBAYY MALET DEBRL KENLL PRMUS WOPNR JEVED CAKET ELMSZ YURCK ELLDE YEASO PAACK KOHLS SAWED KALDA ZJAAY PAJET CAANO TBONN ZIZZI YAZUU HEADI SAILN CCC NTMEG VENTE BLENO BEEKN FRIAR PQI,2025/04/22,2026-05-14,AWY_BASE,589
AIRWAY:Q971,Q971,RN,Y,,MOT CIPTA,2025/06/18,2026-05-14,AWY_BASE,590
AIRWAY:Q98,Q98,RN,Y,,HAKMN ZZYZX LAKRR DUZIT EEEZY PEEWE,2019/04/22,2026-05-14,AWY_BASE,591
AIRWAY:Q99,Q99,RN,Y,,KPASA DOFFY CAMJO HEPAR TEEEM BLAAN BWAGS EFFAY WNGUD POLYY RAANE OGRAE PEETT SHIRY UMBRE QUART HURLE,2022/08/25,2026-05-14,AWY_BASE,592
AIRWAY:R2,R2,R,Y,,ELF GLENT LAPLE PDN,2012/12/26,2026-05-14,AWY_BASE,593
AIRWAY:R2010,R2010,PA,N,"""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.",FOMBU OWILY PUROY SEPFY ZEVMO PAHSI UKSEC OBACE HAAZY OWXUY SEBAW LUKEC ZUPAK TIKOW COBSU,2025/07/02,2026-05-14,AWY_BASE,594
AIRWAY:R2015,R2015,PA,N,"""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.",COBSU UFMUP TECLY FIPAM VAZPU NEREE YICAX FOGID VULHO XADZY NAYTI TAWMO UCUXY OKVAW SAXRY ZUHXY ROVZU OWILY SSR,2025/07/02,2026-05-14,AWY_BASE,595
AIRWAY:R2020,R2020,PA,N,"""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.",HAAZY BKA PAHSI ZOLKO WUSID SAROC TAWMO,2025/07/02,2026-05-14,AWY_BASE,596
AIRWAY:R2025,R2025,PA,N,"""R"" ROUTES (R2010, R2015, R2020, R2025) ARE RNP 1 NAVIGATION SPECIFICATION.; USERS MUST HAVE SPECIFIC FAA AUTHORIZATION, THROUGH OPERATIONS SPECIFICATION OR LETTER OF AUTHORIZATION, OBTAINED FROM FLIGHT STANDARDS TO USE THESE ROUTES.; THE AIRCRAFT'S LATERAL DEVIAITION DISPLAY SCALING MUST SUPPORT THE RNP 1 ENROUTE OPERATION.",OWXUY TECLY SUKVY LVD VAZPU,2025/07/02,2026-05-14,AWY_BASE,597
AIRWAY:R204,R204,PA,N,,KEITH KYWEE KERNE KEONE KALIN,2023/06/08,2026-05-14,AWY_BASE,598
AIRWAY:R220,R220,PA,N,,NODLE NICHO NOSHO NEONN NANZA NOLTI NAYLD NULUK NANDY NATES NIKLL NYMPH NUZAN NRKEY NIPPI,2015/05/18,2026-05-14,AWY_BASE,599
AIRWAY:R330,R330,PA,N,,POWAL SYA,2015/05/18,2026-05-14,AWY_BASE,600
AIRWAY:R332,R332,PA,N,,MAJ VAVEE,2014/06/04,2026-05-14,AWY_BASE,601
AIRWAY:R337,R337,PA,N,,ISGOG ROR,2014/06/03,2026-05-14,AWY_BASE,602
AIRWAY:R338,R338,PA,N,,OME ICEEE IDROD ROCET MUCLA MARCC MORLY NATES HEDMI,2024/10/29,2026-05-14,AWY_BASE,603
AIRWAY:R341,R341,PA,N,,NATES HAVAM OFORD HODDY PUGGY CHUUK ODK,2021/10/04,2026-05-14,AWY_BASE,604
AIRWAY:R35,R35,PA,N,,FDV JUJXI ADLEN,2017/08/07,2026-05-14,AWY_BASE,605
AIRWAY:R451,R451,PA,N,,HIXOR POWAL AAMYY WALLT CHIKI ADK,2021/10/04,2026-05-14,AWY_BASE,606
AIRWAY:R463,R463,PA,N,,MAGGI SERYU TOADS APACK AUNTI ADOPE AXELE ADTIL ALLBE ALCOA,2022/11/14,2026-05-14,AWY_BASE,607
AIRWAY:R464,R464,PA,N,,MAGGI BITTA BOARD BEKME BILLO BARAZ BAART BEBOP,2014/06/04,2026-05-14,AWY_BASE,608
AIRWAY:R465,R465,PA,N,,MAGGI SHARK CLUTS CEBEN CIVIT CORTT CUNDU CREAN CINNY,2014/06/04,2026-05-14,AWY_BASE,609
